,0,1,2
0,'000109,'200210147,0
1,'000116,'200210147,1
2,'000208,'200308018,0
3,'000215,'200308018,1
4,'000239,'200308018,10
5,'000246,'200308018,20
6,'000307,'200610732,0
7,'000314,'200610732,1
8,'000406,'200210148,0
9,'000413,'200210148,1
10,'000505,'200109261,0
11,'000512,'200109261,1
12,'000604,'200711792,0
13,'000611,'200711792,1
14,'000628,'200711792,3
15,'000703,'200711796,0
16,'000710,'200711796,1
17,'000802,'200009112,0
18,'000819,'200009112,1
19,'000901,'200009112,0
20,'000918,'200009112,1
21,'001007,'200308018,0
22,'001014,'200308018,1
23,'001021,'200308018,10
24,'001038,'200308018,20
25,'001106,'200904360,0
26,'001113,'200904360,1
27,'001120,'200904360,10
28,'001205,'200906600,0
29,'001212,'200906600,1
30,'001229,'200906600,10
31,'001304,'201005226,0
32,'001311,'201005226,1
33,'001328,'201005226,10
34,'001403,'201005225,0
35,'001410,'201005225,1
36,'001427,'201005225,10
37,'001700,'201104046,0
38,'001717,'201104046,1
39,'001724,'201104046,10
40,'001731,'201104046,20
41,'001809,'201109676,0
42,'001816,'201109676,1
43,'001908,'201405445,0
44,'001915,'201405445,1
45,'001922,'201405445,5
46,'002004,'201501821,0
47,'002011,'201501821,1
48,'002103,'201602557,0
49,'002110,'201602557,1
50,'002202,'201704031,0
51,'002219,'201704031,1
52,'002226,'201704031,10
