,0,1,2
0,'000102,'197400093,0
1,'000300,'200610660,0
2,'000317,'200610660,30
3,'000324,'200610660,500
4,'000331,'200610660,500
5,'000409,'200605253,0
6,'000416,'200605253,100
7,'000423,'200605253,100
8,'000508,'200606183,0
9,'000515,'200606183,100
10,'000522,'200606183,100
11,'000607,'200511064,0
12,'000614,'200511064,90
13,'000621,'200511064,200
14,'000706,'200511066,0
15,'000713,'200511066,90
16,'000720,'200511066,200
17,'000805,'200511065,0
18,'000812,'200511065,90
19,'000829,'200511065,200
20,'001109,'199504111,0
21,'001208,'200108401,0
22,'001215,'200108401,1
23,'001222,'200108401,25
24,'001307,'200108401,0
25,'001314,'200108401,1
26,'001406,'200707798,0
27,'001505,'200707755,0
28,'001604,'200108384,0
29,'001611,'200108384,30
30,'001703,'200008568,0
31,'001710,'200008568,30
32,'001802,'200511062,0
33,'001819,'200511062,1
34,'001901,'200108820,0
35,'001918,'200108820,1
36,'002007,'200511060,0
37,'002014,'200511060,30
38,'002021,'200511060,100
39,'002038,'200511060,28
40,'002106,'200704997,0
41,'002113,'200704997,30
42,'002120,'200704997,90
43,'002137,'200704997,90
44,'002205,'200511058,0
45,'002212,'200511058,14
46,'002229,'200511058,60
47,'002236,'200511058,30
48,'002304,'200511059,0
49,'002311,'200511059,14
50,'002328,'200511059,60
51,'002335,'200511059,30
52,'002403,'200511057,0
53,'002410,'200511057,14
54,'002427,'200511057,60
55,'002434,'200511057,30
56,'002502,'200410090,0
57,'002519,'200410090,30
58,'002526,'200410090,100
59,'002533,'200410090,28
60,'002540,'200410090,90
61,'002601,'200410085,0
62,'002618,'200410085,30
63,'002625,'200410085,100
64,'002632,'200410085,28
65,'002649,'200410085,90
66,'002700,'200410086,0
67,'002717,'200410086,30
68,'002724,'200410086,28
69,'002809,'200711422,0
70,'002816,'200711422,30
71,'002823,'200711422,28
72,'003202,'197400092,0
73,'003301,'200603872,0
74,'003318,'200603872,100
75,'003325,'200603872,500
76,'003509,'200108817,0
77,'003516,'200108817,14
78,'003608,'200108816,0
79,'003707,'200108818,0
80,'003714,'200108818,1
81,'003806,'200410081,0
82,'003905,'200410082,0
83,'003912,'200410082,4
84,'003929,'200410082,8
85,'004001,'200410083,0
86,'004018,'200410083,4
87,'004025,'200410083,8
88,'004100,'198800319,0
89,'004209,'200108821,0
90,'004216,'200108821,1
91,'004223,'200108821,10
92,'004308,'200108395,0
93,'004315,'200108395,1
94,'004407,'200108396,0
95,'004414,'200108396,1
96,'004506,'200307646,0
97,'004513,'200307646,1
98,'004520,'200307646,10
99,'004605,'200108402,0
100,'004612,'200108402,1
101,'004629,'200108402,10
102,'004704,'200606180,0
103,'004711,'200606180,28
104,'004803,'200606181,0
105,'004810,'200606181,28
106,'004902,'200606182,0
107,'004919,'200606182,28
108,'005008,'199203277,0
109,'005015,'199203277,1
110,'005107,'200008573,0
111,'005114,'200008573,1
112,'005206,'200008574,0
113,'005305,'200610663,0
114,'005404,'200307647,0
115,'005411,'200307647,100
116,'005428,'200307647,120
117,'005503,'200603815,0
118,'005510,'200603815,30
119,'005527,'200603815,100
120,'005602,'200409930,0
121,'005619,'200409930,30
122,'005626,'200409930,100
123,'005633,'200409930,500
124,'005701,'200008567,0
125,'005718,'200008567,30
126,'005800,'200511063,0
127,'005817,'200511063,100
128,'005909,'200100374,0
129,'006005,'200100372,0
130,'006104,'200409929,0
131,'006111,'200409929,100
132,'006203,'200307649,0
133,'006210,'200307649,100
134,'006302,'200307650,0
135,'006319,'200307650,100
136,'006401,'200108822,0
137,'006418,'200108822,30
138,'006500,'200410091,0
139,'006517,'200410091,1
140,'006524,'200410091,10
141,'006609,'200410869,0
142,'006616,'200410869,100
143,'006623,'200410869,500
144,'006630,'200410869,100
145,'006647,'200410869,30
146,'006708,'200611553,0
147,'006715,'200611553,100
148,'006722,'200611553,500
149,'006739,'200611553,100
150,'006746,'200611553,30
151,'006753,'200611553,60
152,'006807,'200611554,0
153,'006814,'200611554,30
154,'006821,'200611554,60
155,'006906,'200611555,0
156,'007002,'200707683,0
157,'007019,'200707683,1
158,'007101,'200008571,0
159,'007118,'200008571,20
160,'007200,'200705482,0
161,'007217,'200705482,1
162,'007309,'200209402,0
163,'007316,'200209402,1
164,'007408,'200008565,0
165,'007415,'200008565,1
166,'007507,'200410084,0
167,'007514,'200410084,1
168,'007606,'200708534,0
169,'007613,'200708534,30
170,'007705,'200610661,0
171,'007712,'200610661,30
172,'007804,'200511055,0
173,'007811,'200511055,30
174,'007903,'200511056,0
175,'007910,'200511056,30
176,'008009,'199203278,0
177,'008016,'199203278,1
178,'008108,'199203278,0
179,'008115,'199203278,1
180,'008306,'200511068,0
181,'008313,'200511068,14
182,'008320,'200511068,100
183,'008337,'200511068,500
184,'008344,'200511068,30
185,'008405,'200209718,0
