,0,1
0,'000108,'201206121
1,'000207,'201206121
2,'000214,'200502779
3,'000306,'200502779
4,'000405,'200502779
5,'000412,'201205273
6,'000429,'201205273
7,'000504,'201205273
8,'000603,'201205273
9,'000702,'201205273
10,'000719,'201205273
11,'000726,'199304533
12,'000801,'199304533
13,'000818,'200103238
14,'000825,'200103238
15,'000900,'201207321
16,'001006,'201207321
17,'001105,'200302217
18,'001112,'200302217
19,'001204,'199102741
20,'001211,'199102741
21,'001228,'201309915
22,'001303,'201309915
23,'001402,'201309915
24,'001501,'201309915
25,'001600,'201309915
26,'001709,'201310615
27,'001716,'201310615
28,'001808,'201310615
29,'001907,'201401236
30,'002003,'201401236
31,'002102,'201401963
32,'002201,'201401963
33,'002218,'201401963
34,'002300,'201401963
35,'002409,'201401963
36,'002508,'201401963
37,'002607,'201401963
38,'002614,'201401963
39,'002621,'201401963
40,'002706,'201401963
41,'002713,'201401963
42,'002720,'201401963
43,'002805,'201401963
44,'002904,'201401963
45,'002911,'201309915
46,'003000,'201309915
47,'003017,'201309915
48,'003109,'201405113
49,'003116,'201405113
50,'003208,'201405113
51,'003215,'201405113
52,'003307,'201405113
53,'003314,'201405113
54,'003406,'201405113
55,'003413,'201405113
56,'003505,'201405113
57,'003512,'201405113
58,'003529,'201405113
59,'003604,'201405113
60,'003703,'201405113
61,'003710,'201405113
62,'003802,'201405113
63,'003819,'201405113
64,'003901,'201405113
65,'004007,'201405113
66,'004106,'201405113
67,'004205,'201405113
68,'004304,'201403786
69,'004403,'201403786
70,'004502,'201403786
71,'004519,'201403786
72,'004526,'201403786
73,'004601,'201403786
74,'004618,'201405928
75,'004625,'201405928
76,'004700,'201405928
77,'004717,'201501320
78,'004724,'201501320
79,'004809,'201501320
80,'004816,'201501320
81,'004823,'201501320
82,'004908,'201501320
83,'004915,'201501320
84,'004922,'201501320
85,'005004,'201501320
86,'005103,'200308577
87,'005110,'200308577
88,'005202,'200308577
89,'005219,'200308577
90,'005301,'200308577
91,'005400,'201503643
92,'005509,'201503643
93,'005516,'201503643
94,'005523,'201503643
95,'005608,'201503643
96,'005615,'201503643
97,'005622,'201503643
98,'005707,'201503643
99,'005714,'201503643
100,'005806,'201503643
101,'005813,'201503643
102,'005820,'201504128
103,'005905,'201504128
104,'005912,'201507220
105,'005929,'201507220
106,'006001,'201507220
107,'006018,'201507220
108,'006025,'201507220
109,'006100,'201507220
110,'006209,'201507220
111,'006308,'201507220
112,'008302,'201507220
113,'008401,'201507220
114,'008500,'201507220
115,'008517,'201507220
116,'008609,'201507220
117,'008616,'201507220
118,'008708,'201507220
119,'008715,'201507932
120,'008807,'201507932
121,'008906,'201507932
122,'009002,'201507932
123,'009019,'201507932
124,'009101,'201508550
125,'009118,'201508550
126,'009125,'201508550
127,'009200,'201601225
128,'009217,'201601225
129,'009309,'201601225
130,'009316,'201601225
131,'009408,'201601225
132,'009415,'201601225
133,'009507,'201601225
134,'009514,'201601225
135,'009521,'201601227
136,'009606,'201601227
137,'009613,'201601227
138,'009705,'201601227
139,'009712,'201601227
140,'009804,'201601227
141,'009811,'201601227
142,'009903,'201601227
143,'009910,'201601226
144,'009927,'201601226
145,'010008,'201601226
146,'010015,'201601226
147,'010022,'201601226
148,'010039,'201601226
149,'010107,'201601226
150,'010114,'201601226
151,'010121,'201601745
152,'010206,'201601745
153,'010213,'201601745
154,'010305,'201601745
155,'010312,'201601745
156,'010329,'201602703
157,'010336,'201602703
158,'010404,'201602789
159,'010411,'201602789
160,'010428,'201602789
161,'010503,'201603449
162,'010510,'201603449
163,'010527,'201603515
164,'010602,'201603515
165,'010619,'201603515
166,'010701,'201603515
167,'010718,'201603515
168,'010725,'201603515
169,'010800,'201604087
170,'010817,'201604087
171,'010824,'201604308
172,'010909,'201604308
173,'010916,'201604578
174,'010923,'201604578
175,'011005,'201604086
176,'011012,'201604086
177,'011104,'201605160
178,'011111,'201605160
179,'011203,'201605160
180,'011210,'201605160
181,'011302,'201604816
182,'011319,'201604816
183,'011401,'201605980
184,'011418,'201605980
185,'011500,'201605980
186,'011517,'201605980
187,'011609,'201605980
188,'011616,'201605980
189,'011708,'201605980
190,'011715,'201605980
191,'011807,'201605980
192,'011814,'201605980
193,'011906,'201606382
194,'011913,'201606382
195,'012002,'201606436
196,'012019,'201606436
197,'012101,'201606436
198,'012118,'201701552
199,'012200,'201701552
200,'012217,'201701552
201,'012309,'201701552
202,'012316,'201701552
203,'012408,'201701552
204,'012415,'201701552
205,'012507,'201701552
206,'012514,'201701552
207,'012606,'201701553
208,'012613,'201701553
209,'012705,'201701553
210,'012712,'201701553
211,'012804,'201701553
212,'012811,'201701553
213,'012903,'201701553
214,'012910,'201701553
215,'012927,'201701553
216,'013009,'201701553
217,'013016,'201701634
218,'013108,'201701634
219,'013115,'201701634
220,'013207,'201701634
221,'013214,'201701634
222,'013306,'201701634
223,'013313,'201701634
224,'013405,'201701634
225,'013412,'201701634
226,'013504,'201701634
227,'013511,'201701634
228,'013528,'201701635
229,'013603,'201701635
230,'013610,'201701635
231,'013702,'201701635
232,'013719,'201701635
233,'013726,'201701635
234,'013801,'201701635
235,'013818,'201701635
236,'013900,'201701635
237,'013917,'201701635
238,'013924,'201701635
239,'013931,'201702184
240,'014006,'201702184
241,'014013,'201702184
242,'014020,'201702184
