,0,1
0,'000100,'200101834
1,'000117,'200101834
2,'000209,'200002090
3,'000216,'200002090
4,'000223,'200002090
5,'000230,'200002090
6,'000308,'200002107
7,'000315,'200002107
8,'000322,'200002107
9,'000339,'200002107
10,'000407,'200002099
11,'000414,'200002099
12,'000421,'200002099
13,'000438,'200002099
14,'000506,'200501709
15,'000513,'200501709
16,'000520,'200501709
17,'000537,'200501709
18,'000544,'200501709
19,'000605,'200002089
20,'000612,'200002089
21,'000629,'200002089
22,'000636,'200002089
23,'000704,'200501704
24,'000711,'200501704
25,'000728,'200501704
26,'000735,'200501704
27,'000742,'200501704
28,'000803,'200002104
29,'000810,'200002104
30,'000827,'200002104
31,'000834,'200002104
32,'000902,'200002094
33,'000919,'200002094
34,'000926,'200002094
35,'000933,'200002094
36,'001008,'200002110
37,'001015,'200002110
38,'001107,'200606695
39,'001107,'200606695
40,'001114,'200606695
41,'001114,'200606695
42,'001121,'200606695
43,'001121,'200606695
44,'001206,'200606694
45,'001213,'200606694
46,'001220,'200606694
47,'001305,'200002108
48,'001312,'200002108
49,'001329,'200002108
50,'001336,'200002108
51,'001404,'200002098
52,'001411,'200002098
53,'001428,'200002098
54,'001435,'200002098
55,'001503,'200002097
56,'001510,'200002097
57,'001527,'200002097
58,'001534,'200002097
59,'001602,'200606693
60,'001619,'200606693
61,'001626,'200606693
62,'001701,'200101836
63,'001718,'200101836
64,'001800,'200002109
65,'001817,'200002109
66,'001909,'200002105
67,'001916,'200002105
68,'001923,'200002105
69,'001930,'200002105
70,'002005,'200002093
71,'002012,'200002093
72,'002029,'200002093
73,'002036,'200002093
74,'002104,'200501713
75,'002111,'200501713
76,'002128,'200501713
77,'002135,'200501713
78,'002203,'200101831
79,'002210,'200101831
80,'002234,'200101831
81,'002241,'200101831
82,'002302,'200201528
83,'002319,'200201528
84,'002401,'200002091
85,'002418,'200002091
86,'002425,'200002091
87,'002432,'200002091
88,'002449,'200002091
89,'002500,'200002111
90,'002517,'200002111
91,'002609,'200201539
92,'002616,'200201539
93,'002623,'200201539
94,'002630,'200201539
95,'002708,'200201537
96,'002715,'200201537
97,'002722,'200201537
98,'002739,'200201537
99,'002807,'200002092
100,'002814,'200002092
101,'002821,'200002092
102,'002838,'200002092
103,'002906,'198500926
104,'002913,'198500926
105,'003002,'200002015
106,'003019,'200002015
107,'003026,'200002015
108,'003033,'200002015
109,'003040,'200002015
110,'003057,'200002015
111,'003064,'200002015
112,'003071,'200002015
113,'003088,'200002015
114,'003095,'200002015
115,'003101,'199801684
116,'003118,'199801684
117,'003125,'199801684
118,'003132,'199801684
119,'003200,'200101833
120,'003217,'200101833
121,'003224,'200101833
122,'003231,'200101833
123,'003309,'199601547
124,'003316,'199601547
125,'003323,'199601547
126,'003330,'199601547
127,'003347,'199601547
128,'003408,'199501316
129,'003415,'199501316
130,'003507,'198801285
131,'003514,'198801285
132,'003521,'198801285
133,'003606,'200002017
134,'003606,'200002017
135,'003613,'200002017
136,'003613,'200002017
137,'003620,'200002017
138,'003620,'200002017
139,'003637,'200002017
140,'003637,'200002017
141,'003644,'200002017
142,'003644,'200002017
143,'003651,'200002017
144,'003651,'200002017
145,'003668,'200002017
146,'003668,'200002017
147,'003675,'200002017
148,'003675,'200002017
149,'003682,'200002017
150,'003682,'200002017
151,'003705,'200501708
152,'003712,'200501708
153,'003729,'200501708
154,'003736,'200501708
155,'003743,'200501708
156,'003750,'200501708
157,'003804,'200002029
158,'003811,'200002029
159,'003828,'200002029
160,'003835,'200002029
161,'003842,'200002029
162,'003859,'200002029
163,'003866,'200002029
164,'003873,'200002029
165,'003880,'200002029
166,'003897,'200002029
167,'003903,'198801286
168,'003910,'198801286
169,'003927,'198801286
170,'004009,'199801663
171,'004016,'199801663
172,'004108,'198500927
173,'004115,'198500927
174,'004207,'198700952
175,'004214,'198700952
176,'004221,'198700952
177,'004306,'199901815
178,'004313,'199901815
179,'004320,'199901815
180,'004337,'199901815
181,'004405,'198801287
182,'004412,'198801287
183,'004429,'198801287
184,'004504,'198801288
185,'004511,'198801288
186,'004528,'198801288
187,'004603,'199501314
188,'004610,'199501314
189,'004627,'199501314
190,'004634,'199501314
191,'004702,'200501702
192,'004719,'200501702
193,'004801,'198901380
194,'004818,'198901380
195,'004900,'199801664
196,'004917,'199801664
197,'005006,'199901814
198,'005013,'199901814
199,'005105,'198801289
200,'005112,'198801289
201,'005129,'198801289
202,'005204,'200501703
203,'005204,'200501703
204,'005211,'200501703
205,'005211,'200501703
206,'005228,'200501703
207,'005228,'200501703
208,'005235,'200501703
209,'005235,'200501703
210,'005303,'198801290
211,'005310,'198801290
212,'005327,'198801290
213,'005402,'200501712
214,'005419,'200501712
215,'005419,'200501712
