,0,1,2
0,'000105,'200101524,0
1,'000204,'200501551,0
2,'000211,'200501551,30
3,'000228,'200501551,500
4,'000303,'200401717,0
5,'000310,'200401717,30
6,'000327,'200401717,500
7,'000334,'200401717,10
8,'000341,'200401717,30
9,'000358,'200401717,500
10,'000402,'198801100,0
11,'000426,'198801100,150
12,'000501,'200401699,0
13,'000518,'200401699,30
14,'000525,'200401699,100
15,'000532,'200401699,300
16,'000600,'200101530,0
17,'000617,'200101530,10
18,'000709,'199801431,0
19,'000808,'199801430,0
20,'000907,'199801453,0
21,'001003,'199801448,0
22,'001102,'200001759,0
23,'001201,'199801443,0
24,'001300,'200401722,0
25,'001317,'200401722,100
26,'001324,'200401722,30
27,'001331,'200401722,200
28,'001409,'200301212,0
29,'001416,'200301212,10
30,'001508,'200301214,0
31,'001515,'200301214,10
32,'001607,'200101535,0
33,'001614,'200101535,10
34,'001706,'200401709,0
35,'001713,'200401709,10
36,'001805,'200501545,0
37,'001904,'200301210,0
38,'001911,'200301210,30
39,'001928,'200301210,300
40,'002000,'200401723,0
41,'002109,'200501559,0
42,'002116,'200501559,30
43,'002123,'200501559,300
44,'002130,'200501559,10
45,'002208,'200301216,0
46,'002215,'200301216,30
47,'002222,'200301216,300
48,'002307,'199201463,0
49,'002314,'199201463,1
50,'002321,'199201463,1
51,'002338,'199201463,1
52,'002345,'199201463,1
53,'002352,'199201463,1
54,'002369,'199201463,1
55,'002406,'199601445,0
56,'002505,'199301644,0
57,'002512,'199301644,1
58,'002529,'199301644,1
59,'002536,'199301644,1
60,'002604,'200501560,0
61,'002611,'200501560,30
62,'002628,'200501560,100
63,'002703,'200706632,0
64,'002802,'200308630,0
65,'002819,'200308630,1
66,'002901,'199901462,0
67,'002918,'199901462,1
68,'002925,'199901462,1
69,'002932,'199901462,1
70,'002949,'199901462,1
71,'002956,'199901462,1
72,'003007,'200301215,0
73,'003014,'200301215,1
74,'003021,'200301215,1
75,'003038,'200301215,1
76,'003045,'200301215,1
77,'003113,'198600876,10
78,'003120,'198600876,300
79,'003205,'200709065,0
80,'003304,'199701639,0
81,'003311,'199701639,120
82,'003403,'199701637,0
83,'003410,'199701637,1
84,'003427,'199701637,1
85,'003434,'199701637,10
86,'003502,'199701600,0
87,'003601,'199801475,0
88,'003700,'199901442,0
89,'003717,'199901442,50
90,'003724,'199901442,60
91,'003731,'199901442,360
92,'003809,'200101517,0
93,'003816,'200101517,20
94,'003830,'200101517,120
95,'003847,'200101517,20
96,'003908,'199301643,0
97,'003915,'199301643,100
98,'004004,'199301642,0
99,'004011,'199301642,1
