,0,1,2
0,'000102,'200004479,0
1,'000119,'200004479,1
2,'000126,'200004479,5
3,'000140,'200004479,240
4,'000201,'200600650,0
5,'000218,'200600650,10
6,'000300,'200701224,0
7,'000317,'200701224,1
8,'000324,'200701224,30
9,'000331,'200701224,60
10,'000348,'200701224,1
11,'000355,'200701224,1
12,'000409,'200004525,0
13,'000416,'200004525,1
14,'000423,'200004525,90
15,'000447,'200004525,60
16,'000454,'200004525,120
17,'000508,'200004491,0
18,'000607,'200701497,0
19,'000706,'200103517,0
20,'000713,'200103517,1
21,'000720,'200103517,45
22,'000805,'200701280,0
23,'000812,'200701280,10
24,'000904,'200707312,0
25,'000911,'200707312,120
26,'000928,'200707312,100
27,'001000,'200612611,0
28,'001017,'200612611,10
29,'001109,'200004502,0
30,'001116,'200004502,1
31,'001123,'200004502,90
32,'001147,'200004502,60
33,'001154,'200004502,120
34,'001208,'200202981,0
35,'001215,'200202981,1
36,'001222,'200202981,30
37,'001307,'200004497,0
38,'001406,'200004477,0
39,'001413,'200004477,1
40,'001420,'200004477,5
41,'001505,'200103522,0
42,'001512,'200103522,10
43,'001604,'200103537,0
44,'001611,'200103537,10
45,'001703,'200103532,0
46,'001710,'200103532,10
47,'001802,'200103524,0
48,'001819,'200103524,1
49,'001826,'200103524,45
50,'001840,'200103524,1
51,'001857,'200103524,60
52,'001864,'200103524,1
53,'001932,'200004500,180
54,'002007,'200103523,0
55,'002014,'200103523,1
56,'002021,'200103523,30
57,'002045,'200103523,60
58,'002106,'200004482,0
59,'002205,'200004475,0
60,'002212,'200004475,1
61,'002229,'200004475,45
62,'002236,'200004475,90
63,'002243,'200004475,60
64,'002304,'200711761,0
65,'002311,'200711761,1
66,'002328,'200711761,240
67,'002335,'200711761,1
68,'002342,'200711761,45
69,'002359,'200711761,1
70,'002403,'200202984,0
71,'002410,'200202984,1
72,'002427,'200202984,60
73,'002441,'200202984,1
74,'002458,'200202984,1
75,'002502,'200103525,0
76,'002519,'200103525,1
77,'002526,'200103525,45
78,'002601,'200004460,0
79,'002618,'200004460,1
80,'002625,'200004460,30
81,'002700,'200004485,0
82,'002809,'200202983,0
83,'002816,'200202983,1
84,'002823,'200202983,30
85,'002830,'200202983,90
86,'002847,'200202983,45
87,'002908,'200004464,0
88,'002915,'200004464,1
89,'002922,'200004464,30
90,'002939,'200004464,60
91,'002946,'200004464,1
92,'002953,'200004464,1
93,'003004,'200103533,0
94,'003011,'200103533,10
95,'003103,'200103518,0
96,'003202,'200103519,0
97,'003219,'200103519,10
98,'003301,'200103521,0
99,'003318,'200103521,1
100,'003325,'200103521,45
101,'003349,'200103521,1
102,'003356,'200103521,1
103,'003400,'200009580,0
104,'003417,'200009580,1
105,'003424,'200009580,90
106,'003431,'200009580,1
107,'003448,'200009580,1
108,'003455,'200009580,45
109,'003509,'200004466,0
110,'003516,'200004466,1
111,'003523,'200004466,120
112,'003530,'200004466,1
113,'003547,'200004466,1
114,'003554,'200004466,60
115,'003608,'200004472,0
116,'003615,'200004472,1
117,'003622,'200004472,90
118,'003639,'200004472,60
119,'003646,'200004472,45
120,'003707,'200004465,0
121,'003806,'200004526,0
122,'003813,'200004526,1
123,'003820,'200004526,90
124,'003837,'200004526,45
125,'003844,'200004526,1
126,'003851,'200004526,1
127,'003905,'200503057,0
128,'003912,'200503057,1
129,'003929,'200503057,60
130,'003936,'200503057,30
131,'004001,'200600651,0
132,'004032,'200600651,10
133,'004100,'200004478,0
134,'004117,'200004478,1
135,'004124,'200004478,30
136,'004148,'200004478,60
137,'004209,'200004501,0
138,'004216,'200004501,1
139,'004223,'200004501,90
140,'004247,'200004501,60
141,'004308,'200004505,0
142,'004407,'200004543,0
143,'004506,'200605498,0
144,'004605,'200004528,0
145,'004704,'200004507,0
146,'004711,'200004507,1
147,'004728,'200004507,90
148,'004742,'200004507,60
149,'004759,'200004507,120
150,'004803,'200004529,0
151,'004902,'200004489,0
152,'005008,'200004530,0
153,'005107,'200103534,0
154,'005114,'200103534,1
155,'005121,'200103534,30
156,'005138,'200103534,60
157,'005145,'200103534,1
158,'005152,'200103534,1
159,'005206,'200004531,0
160,'005305,'200004527,0
161,'005404,'200004535,0
162,'005503,'200004532,0
163,'005602,'200600647,0
164,'005701,'200004533,0
165,'005800,'200004536,0
166,'005909,'200600648,0
167,'006005,'200004538,0
168,'006104,'200004539,0
169,'006203,'200004544,0
170,'006302,'200004540,0
171,'006401,'200004542,0
172,'006500,'200004541,0
173,'006609,'200004545,0
174,'006708,'200004546,0
175,'006807,'200004547,0
176,'006906,'200004550,0
177,'007002,'200004551,0
178,'007101,'200004552,0
179,'007200,'200004548,0
180,'007309,'200004549,0
181,'007408,'200004554,0
182,'007507,'200004490,0
183,'007606,'200004555,0
184,'007705,'200004557,0
185,'007804,'200004456,0
186,'007903,'200600644,0
187,'008009,'200605497,0
188,'008108,'200004556,0
189,'008207,'200004563,0
190,'008306,'200004462,0
191,'008405,'200004564,0
192,'008504,'200605495,0
193,'008603,'200605494,0
194,'008702,'200004562,0
195,'008801,'200004561,0
196,'008900,'200004560,0
197,'009006,'200004492,0
198,'009105,'200600649,0
199,'009204,'200004567,0
200,'009303,'200004568,0
201,'009402,'200004511,0
202,'009501,'200004569,0
203,'009600,'200004553,0
204,'009709,'200004558,0
205,'009808,'200004571,0
206,'009907,'200600654,0
207,'010002,'200004577,0
208,'010101,'200600646,0
209,'010200,'200004517,0
210,'010217,'200004517,1
211,'010224,'200004517,90
212,'010248,'200004517,60
213,'010309,'200004486,0
214,'010408,'200004576,0
215,'010507,'200004484,0
216,'010514,'200004484,1
217,'010521,'200004484,90
218,'010545,'200004484,60
219,'010552,'200004484,120
220,'010606,'200600653,0
221,'010705,'200600655,0
222,'010804,'200004566,0
223,'010903,'200600652,0
224,'011009,'200004575,0
225,'011108,'200004573,0
226,'011207,'200004572,0
227,'011306,'200004578,0
228,'011405,'200004579,0
229,'011504,'200004580,0
230,'011603,'200004581,0
231,'011702,'200004583,0
232,'011801,'200004582,0
233,'011900,'200600656,0
234,'012006,'200004584,0
235,'012105,'200004585,0
236,'012204,'200004586,0
237,'012303,'200004469,0
238,'012310,'200004469,1
239,'012327,'200004469,270
240,'012334,'200004469,60
241,'012341,'200004469,1
242,'012358,'200004469,1
243,'012402,'200605496,0
244,'012501,'200004587,0
245,'012600,'200004588,0
246,'012709,'200600645,0
247,'012808,'200103526,0
248,'012907,'200103527,0
249,'013003,'200103528,0
250,'013102,'200103529,0
251,'013201,'200004504,0
252,'013300,'200103530,0
253,'013409,'200103531,0
254,'013508,'200004480,0
255,'013515,'200004480,1
256,'013522,'200004480,60
257,'013546,'200004480,60
258,'013553,'200004480,10
259,'013560,'200004480,3
260,'013577,'200004480,90
261,'013584,'200004480,180
262,'013607,'200004483,0
263,'013614,'200004483,1
264,'013621,'200004483,60
265,'013706,'200004474,0
266,'013713,'200004474,1
267,'013720,'200004474,90
268,'013744,'200004474,60
269,'013805,'200004458,0
270,'013812,'200004458,90
271,'013829,'200004458,180
272,'013904,'200202982,0
273,'013911,'200202982,10
274,'013928,'200202982,1
275,'013935,'200202982,60
276,'014000,'200808173,0
277,'014017,'200808173,10
278,'014109,'200808178,0
279,'014116,'200808178,10
280,'014208,'200807722,0
281,'014215,'200807722,1
282,'014222,'200807722,60
283,'014307,'200807371,0
284,'014406,'200712467,0
285,'014413,'200712467,1
286,'014420,'200712467,60
287,'014437,'200712467,1
288,'014444,'200712467,1
289,'014505,'200810270,0
290,'014512,'200810270,1
291,'014529,'200810270,60
292,'014604,'200713741,0
293,'014611,'200713741,120
294,'014703,'200811653,0
295,'014710,'200811653,1
296,'014727,'200811653,60
297,'014734,'200811653,90
298,'014741,'200811653,180
299,'014758,'200811653,1
300,'014765,'200811653,120
301,'014802,'200900207,0
302,'014819,'200900207,10
303,'014901,'200901146,0
304,'014918,'200901146,10
305,'015007,'200901147,0
306,'015014,'200901147,10
307,'015106,'200901148,0
308,'015113,'200901148,10
309,'015205,'200901402,0
310,'015212,'200901402,1
311,'015229,'200901402,5
312,'015236,'200901402,60
313,'015243,'200901402,120
314,'015304,'200901403,0
315,'015311,'200901403,10
316,'015403,'200901564,0
317,'015410,'200901564,10
318,'015427,'200901564,20
319,'015502,'200901399,0
320,'015519,'200901399,10
321,'015601,'200902050,0
322,'015618,'200902050,10
323,'015625,'200902050,90
324,'015700,'200902741,0
325,'015717,'200902741,90
326,'015809,'200903394,0
327,'015816,'200903394,90
328,'015908,'200810538,0
329,'015915,'200810538,1
330,'015922,'200810538,60
331,'015939,'200810538,240
332,'016004,'200903217,0
333,'016011,'200903217,10
334,'016103,'200903395,0
335,'016110,'200903395,10
336,'016202,'200903668,0
337,'016219,'200903668,10
338,'016301,'200903698,0
339,'016318,'200903698,10
340,'016400,'200904934,0
341,'016417,'200904934,10
342,'016509,'200904935,0
343,'016516,'200904935,10
344,'016608,'200904978,0
345,'016615,'200904978,10
346,'016707,'200801142,0
347,'016714,'200801142,1
348,'016721,'200801142,1
349,'016738,'200801142,1
350,'016806,'200902438,0
351,'016813,'200902438,120
352,'016905,'200902437,0
353,'017001,'200904182,0
354,'017018,'200904182,1
355,'017025,'200904182,600
356,'017032,'200904182,500
357,'017100,'200904334,0
358,'017209,'200903375,0
359,'017308,'200903580,0
360,'017315,'200903580,100
361,'017407,'200904326,0
362,'017506,'200903313,0
363,'017605,'200904000,0
364,'017704,'200805600,0
365,'017803,'200805601,0
366,'017902,'200805602,0
367,'018008,'200805603,0
368,'018107,'200805885,0
369,'018206,'200810804,0
370,'018305,'200805604,0
371,'018404,'200805605,0
372,'018503,'200805606,0
373,'018602,'200805607,0
374,'018701,'200805887,0
375,'018800,'200806393,0
376,'018909,'200805888,0
377,'019005,'200805889,0
378,'019104,'200806394,0
379,'019203,'200805890,0
380,'019302,'200805891,0
381,'019401,'200805892,0
382,'019500,'200806395,0
383,'019609,'200806396,0
384,'019708,'200806397,0
385,'019807,'200806398,0
386,'019906,'200806399,0
387,'020001,'200806400,0
388,'020100,'200806401,0
389,'020209,'200805893,0
390,'020308,'200805894,0
391,'020407,'200806559,0
392,'020506,'200806560,0
393,'020605,'200806562,0
394,'020704,'200806561,0
395,'020803,'200806563,0
396,'020902,'200806402,0
397,'021008,'200806564,0
398,'021107,'200806565,0
399,'021206,'200806566,0
400,'021305,'200805886,0
401,'021404,'200713241,0
402,'021411,'200713241,1
403,'021428,'200713241,1
404,'021503,'200810411,0
405,'021602,'200810536,0
406,'021701,'200810537,0
407,'021800,'200810568,0
408,'021909,'200810799,0
409,'022005,'200810800,0
410,'022104,'200810801,0
411,'022203,'200810802,0
