,0,1,2
0,'000107,'199806629,0
1,'000114,'199806629,1
2,'000206,'199806629,0
3,'000213,'199806629,1
4,'000305,'199806631,0
5,'000312,'199806631,1
6,'000329,'199806631,5
7,'000404,'199806631,0
8,'000411,'199806631,1
9,'000428,'199806631,5
10,'000503,'199806630,0
11,'000510,'199806630,1
12,'000527,'199806630,5
13,'000602,'199806630,0
14,'000619,'199806630,1
15,'000626,'199806630,5
16,'000701,'200009027,0
17,'000718,'200009027,14
18,'000800,'200009026,0
19,'000817,'200009026,14
20,'000909,'200410324,0
21,'000916,'200410324,1
22,'000923,'200410324,10
23,'001005,'199907054,0
24,'001012,'199907054,30
25,'001104,'199907055,0
26,'001111,'199907055,30
27,'001203,'199907045,0
28,'001210,'199907045,1
29,'001227,'199907045,5
30,'001302,'199907061,0
31,'001319,'199907061,1
32,'001401,'199604899,0
33,'001418,'199604899,1
34,'001425,'199604899,5
35,'001500,'199704506,0
36,'001517,'199704506,1
37,'001609,'199504241,0
38,'001616,'199504241,30
39,'001623,'199504241,100
40,'001630,'199504241,30
41,'001708,'199806628,0
42,'001807,'199304438,0
43,'001906,'199304438,0
44,'002002,'199304437,0
45,'002101,'199304437,0
46,'002200,'199403232,0
47,'002217,'199403232,1
48,'002224,'199403232,5
49,'002309,'199504242,0
50,'002408,'199304435,0
51,'002507,'200109101,0
52,'002514,'200109101,1
53,'002705,'200109101,0
54,'002712,'200109101,1
55,'002804,'200307973,0
56,'002811,'200307973,1
57,'002903,'200109100,0
58,'002910,'200109100,1
59,'003009,'199604901,0
60,'003108,'199403238,0
61,'003115,'199403238,1
62,'003207,'199403236,0
63,'003214,'199403236,1
64,'003221,'199403236,1
65,'003306,'199604902,0
66,'003313,'199604902,1
67,'003320,'199604902,5
68,'003405,'200009022,0
69,'003412,'200009022,30
70,'003504,'200009023,0
71,'003511,'200009023,30
72,'003603,'200009024,0
73,'003610,'200009024,60
74,'003702,'200410325,0
75,'003719,'200410325,30
76,'003801,'200009025,0
77,'003818,'200009025,28
78,'003900,'199907053,0
79,'003917,'199907053,56
80,'004006,'200511255,0
81,'004013,'200511255,28
82,'004020,'200511255,30
83,'004105,'200109104,0
84,'004112,'200109104,30
85,'004129,'200109104,100
86,'004204,'199504245,0
87,'004211,'199504245,1
88,'004228,'199504245,7
89,'004303,'199403237,0
90,'004310,'199403237,1
91,'004327,'199403237,5
92,'004402,'199806627,0
93,'004419,'199806627,1
94,'004501,'199806626,0
95,'004600,'200307971,0
96,'004617,'200307971,30
97,'004709,'199907046,0
98,'004716,'199907046,3
99,'004808,'199907048,0
100,'004815,'199907048,1
101,'004907,'199907049,0
102,'004914,'199907049,1
103,'005003,'199604900,0
104,'005102,'200109103,0
105,'005119,'200109103,28
106,'005201,'200210097,0
107,'005218,'200210097,28
108,'005225,'200210097,30
109,'005300,'200410326,0
110,'005317,'200410326,28
111,'005324,'200410326,30
112,'005409,'200511256,0
113,'005416,'200511256,28
114,'005423,'200511256,30
115,'005508,'200711211,0
116,'005515,'200711211,1
117,'005522,'200711211,2
118,'005607,'199403234,0
119,'005706,'199403233,0
120,'005713,'199403233,1
121,'005720,'199403233,30
122,'005737,'199403233,5
123,'005805,'199403235,0
124,'005904,'199304439,0
125,'005911,'199304439,1
126,'006000,'199304436,0
127,'006109,'199304434,0
128,'006116,'199304434,1
129,'006208,'199907052,0
130,'006307,'200712981,0
131,'006314,'200712981,60
132,'006406,'200712982,0
133,'006413,'200712982,60
134,'006505,'200712980,0
135,'006512,'200712980,60
136,'006604,'200712979,0
137,'006611,'200712979,60
138,'006703,'199504244,0
139,'006802,'199504243,0
140,'006901,'199504243,0
141,'007304,'199907050,0
142,'007403,'199907051,0
143,'007502,'199907057,0
144,'007601,'200906719,0
145,'007618,'200906719,60
146,'007700,'200908798,0
147,'007717,'200908798,28
148,'007809,'200908799,0
149,'007816,'200908799,28
150,'007908,'201104578,0
151,'007915,'201104578,56
152,'008004,'201200417,0
153,'008011,'201200417,30
154,'008028,'201200417,60
155,'008035,'201200417,6
156,'008103,'201307453,0
157,'008110,'201307453,30
158,'008202,'201307454,0
159,'008219,'201307454,30
160,'008301,'201310307,0
161,'008318,'201310307,28
162,'008400,'201310308,0
163,'008417,'201310308,28
164,'008509,'201200753,0
165,'008516,'201200753,1
166,'008523,'201200753,4
167,'008608,'200805711,0
168,'008615,'200805711,1
169,'008707,'200805708,0
170,'008714,'200805708,1
171,'008806,'201100373,0
172,'008813,'201100373,28
173,'008905,'201100374,0
174,'008912,'201100374,28
175,'009001,'201202805,0
176,'009018,'201202805,28
177,'009100,'201202806,0
178,'009117,'201202806,28
179,'009209,'201205129,0
180,'009216,'201205129,28
181,'009308,'201503484,0
182,'009315,'201503484,28
183,'009322,'201503484,30
184,'009407,'201503497,0
185,'009414,'201503497,1
186,'009506,'201503496,0
187,'009513,'201503496,1
188,'009605,'201503635,0
189,'009612,'201503635,28
190,'009629,'201503635,30
191,'009704,'201505353,0
192,'009711,'201505353,112
193,'009728,'201505353,448
194,'009803,'201602778,0
195,'009810,'201602778,28
196,'009902,'201602777,0
197,'009919,'201602777,28
198,'010007,'201604907,0
199,'010014,'201604907,60
200,'010106,'201605019,0
201,'010113,'201605019,1
202,'010120,'201605019,4
203,'010205,'200900802,0
204,'010212,'200900802,1
205,'010304,'200704588,0
206,'010311,'200704588,1
207,'010403,'200704589,0
208,'010410,'200704589,1
209,'010502,'201701576,0
210,'010519,'201701576,28
211,'010601,'201103179,0
212,'010618,'201103179,30
213,'010700,'201804918,0
214,'010717,'201804918,1
215,'010809,'201804918,0
216,'010816,'201804918,1
217,'010908,'201903766,0
218,'010915,'201903766,1
219,'011004,'201904366,0
220,'011011,'201904366,1
221,'011103,'201907536,0
222,'011110,'201907536,56
223,'011202,'201907537,0
224,'011219,'201907537,56
