,0,1
0,'000104,'201803824
1,'000111,'201803824
2,'000128,'201803824
3,'000203,'201803824
4,'000210,'201803824
5,'000227,'201803824
6,'000302,'201804721
7,'000319,'201804721
8,'000326,'201804721
9,'000401,'201804721
10,'000418,'201804721
11,'000500,'201804721
12,'000517,'201804721
13,'000609,'201907360
14,'000616,'201907360
15,'000623,'201907360
16,'000708,'201907360
17,'000715,'201907360
18,'000722,'201907360
19,'000807,'201907360
20,'000906,'201907360
21,'000913,'201907360
22,'000920,'201602457
23,'000937,'201602457
24,'001002,'202004263
25,'001019,'202004263
26,'001026,'202004263
27,'001033,'202004263
28,'001101,'202004263
29,'001118,'202004263
30,'001200,'202004263
31,'001217,'202004263
32,'001224,'202004263
33,'001309,'202004263
34,'001316,'202004263
35,'001323,'202004263
36,'001408,'202004263
37,'001415,'202004263
38,'001422,'202004263
39,'001439,'202004263
40,'001446,'202004263
41,'001507,'202004263
42,'001514,'202004421
43,'001606,'202004421
44,'001613,'202000311
45,'001620,'202000311
46,'001705,'202000311
47,'001712,'202000311
48,'001729,'202000311
49,'001736,'202000311
50,'001804,'202001556
51,'001811,'202001556
52,'001828,'202001556
53,'001903,'202001556
54,'001910,'202001556
55,'001927,'202002573
56,'002009,'202002573
57,'002016,'200511332
58,'002023,'200511332
59,'002108,'200603947
60,'002115,'200603947
61,'002122,'200603947
62,'002207,'202004236
63,'002214,'202004236
64,'002221,'202005784
65,'002238,'202005784
66,'002245,'200008757
67,'002252,'200008757
68,'002306,'202001890
69,'002313,'202001890
70,'002320,'202001890
71,'002405,'200404281
72,'002412,'200404281
73,'002429,'200404281
74,'002504,'200404282
75,'002511,'200404282
76,'002528,'200404282
77,'002603,'200404283
78,'002610,'200404283
79,'002627,'200404283
80,'002702,'200404283
81,'002719,'200404283
82,'002726,'200404283
83,'002801,'200404284
84,'002818,'200404284
85,'002825,'200404284
86,'002832,'200404285
87,'002900,'200404285
88,'002917,'200404285
89,'002924,'200404285
90,'002931,'200404285
91,'003006,'200404285
92,'003013,'200404286
93,'003020,'200404286
94,'003105,'200404286
95,'003112,'200404287
96,'003204,'200404287
97,'003211,'200404287
98,'003228,'200404288
99,'003235,'200404288
100,'003242,'200404288
101,'003259,'200404289
102,'003266,'200404289
103,'003303,'200404289
104,'003310,'200404289
105,'003402,'200404289
106,'003419,'200404289
107,'003501,'199904893
108,'003518,'199904893
109,'003525,'199904894
110,'003600,'199904894
111,'003617,'199904897
112,'003709,'199904897
113,'003716,'200005549
114,'003723,'200005549
115,'003808,'199804682
116,'003815,'199804682
117,'003822,'199804683
118,'003907,'199804683
119,'003914,'199904875
120,'003921,'199904875
121,'004003,'200607592
122,'004010,'200607592
123,'004027,'199904885
124,'004102,'199904885
125,'004119,'201508217
126,'004126,'201508217
127,'004201,'201602678
128,'004218,'201602678
129,'004225,'201602705
130,'004300,'201602705
131,'004317,'201602704
132,'004409,'201602704
133,'004416,'201603108
134,'004423,'201603108
135,'004508,'201603108
136,'004515,'201603108
137,'004522,'201603108
138,'004607,'201603108
139,'004614,'201603108
140,'004621,'201603108
141,'004706,'201603108
142,'004713,'201603108
143,'004720,'201603108
144,'004805,'201603108
145,'004812,'201603108
146,'004829,'201603108
147,'004904,'201603108
148,'004911,'201603108
149,'004928,'201603108
150,'005000,'201603108
151,'005017,'201603108
152,'005024,'201603108
153,'005031,'201603108
154,'005048,'201603108
155,'005055,'201603108
156,'005062,'201603108
157,'005109,'201603108
158,'005116,'201603108
159,'005208,'201603108
160,'005215,'201603108
161,'005307,'201603108
162,'005314,'201603108
163,'005321,'201603137
164,'005406,'201603137
165,'005413,'201603137
166,'005420,'201603137
167,'005505,'201603137
168,'005512,'201603137
169,'005529,'201603137
170,'005536,'201603137
171,'005543,'201603137
172,'005604,'201603137
173,'005611,'201603137
174,'005628,'201603137
175,'005703,'201603137
176,'005710,'201603137
177,'005802,'201603137
178,'005826,'201603137
179,'005833,'201603137
180,'005901,'201603137
181,'005918,'201603137
182,'005925,'201603137
183,'006007,'201603137
184,'006014,'201603137
185,'006021,'201603137
186,'006106,'201603137
187,'006113,'201603137
188,'006205,'201604250
189,'006212,'201604250
190,'006229,'201604720
191,'006236,'201604720
192,'006304,'201604251
193,'006311,'201604251
194,'006403,'201604711
195,'006410,'201604711
196,'006427,'201604641
197,'006502,'201604641
198,'006519,'201604724
199,'006526,'201604724
200,'006601,'201604716
201,'006618,'201604716
202,'006700,'201604721
203,'006717,'201604721
204,'006724,'201605499
205,'006809,'201605499
206,'006816,'201005069
207,'006823,'201005069
208,'006908,'201005069
209,'006915,'201005069
210,'007004,'201000265
211,'007011,'201000265
212,'007103,'201000265
213,'007110,'201000265
214,'007127,'201000265
215,'007202,'201000265
216,'007219,'201402740
217,'007226,'201402740
218,'007301,'200009205
219,'007318,'200009205
220,'007400,'201100921
221,'007417,'201100921
222,'007424,'201100921
223,'007509,'201100921
224,'007516,'201000824
225,'007608,'201000824
226,'007615,'201000824
227,'007622,'201000824
228,'007707,'201000823
229,'007714,'201000823
230,'007721,'201000823
231,'007738,'201000823
232,'007806,'201000822
233,'007813,'201000822
234,'007905,'201000822
235,'007912,'201000822
236,'007929,'200400999
237,'008001,'200400999
238,'008018,'200400999
239,'008100,'200400999
240,'008117,'200400999
241,'008124,'200400999
242,'008209,'200400999
243,'008216,'200400999
244,'008223,'200400999
245,'008308,'200400999
246,'008315,'200400999
247,'008322,'200400999
248,'008407,'198902277
249,'008414,'198902277
250,'008421,'198902277
251,'008506,'198902277
252,'008513,'198902277
253,'008605,'198902277
254,'008612,'198902277
255,'008704,'198902277
256,'008711,'198902277
257,'008803,'198902277
258,'008810,'198902277
259,'008827,'198902277
260,'008834,'198902277
261,'008902,'198902277
262,'008919,'198902277
263,'008926,'198902277
264,'009008,'198902277
265,'009015,'198902277
266,'009022,'198902277
267,'009107,'198902277
268,'009114,'198902277
269,'009121,'198902277
270,'009206,'198902277
271,'009213,'198902277
272,'009220,'198902277
273,'009305,'198902277
274,'009312,'198902277
275,'009329,'199102630
276,'009336,'199102630
277,'009404,'199102630
278,'009411,'199102630
279,'009428,'199102630
280,'009503,'199102630
281,'009510,'199102630
282,'009527,'199102630
283,'009602,'199102630
284,'009619,'199102630
285,'009626,'199102630
286,'009701,'199102630
287,'009718,'199501832
288,'009725,'199501832
289,'009800,'199501832
290,'009817,'199501832
291,'009824,'199501832
292,'009831,'199501832
293,'009909,'199501832
294,'009916,'199501832
295,'009923,'199802244
296,'010004,'199802244
297,'010011,'199802244
298,'010028,'199802244
299,'010103,'199802244
300,'010110,'199802244
301,'010127,'199802244
302,'010202,'199802244
303,'010219,'200402318
304,'010301,'200402318
305,'010318,'200402318
306,'010325,'200402318
307,'010400,'200402318
308,'010417,'200402318
309,'010424,'200402318
310,'010509,'200402318
311,'010516,'200712740
312,'010523,'200712740
313,'010608,'200712740
314,'010615,'200712740
315,'010622,'200712740
316,'010707,'200712740
317,'010714,'200712740
318,'010721,'200712740
319,'010806,'201208083
320,'010813,'201208083
321,'010820,'201208083
322,'010905,'201208083
323,'010912,'201208083
324,'010929,'201208083
325,'011001,'201208083
326,'011018,'201208083
327,'011025,'201307482
328,'011100,'201307482
329,'011117,'201307482
330,'011124,'201307482
331,'011131,'201307482
332,'011209,'201307482
333,'011216,'201307482
334,'011223,'201307482
335,'011308,'201307482
336,'011315,'201307482
337,'011322,'201307482
338,'011339,'201307482
339,'011346,'201404183
340,'011353,'201404183
341,'011360,'201404183
342,'011407,'201404183
343,'011414,'201404183
344,'011506,'201404183
345,'011513,'201404183
346,'011605,'201404183
347,'011612,'201404183
348,'011704,'201404183
349,'011711,'201404183
350,'011728,'201404183
351,'011803,'201404183
352,'011810,'201404183
353,'011827,'201404183
354,'011902,'201405617
355,'011919,'201405617
356,'012008,'201405617
357,'012015,'201405617
358,'012022,'201405617
359,'012039,'201405617
360,'012107,'201405617
361,'012114,'201405617
362,'012206,'201405617
363,'012213,'201405617
364,'012220,'201405617
365,'012237,'201405617
366,'012305,'201405617
367,'012312,'201405617
368,'012329,'201405617
369,'012404,'201501756
370,'012411,'201501756
371,'012428,'201501756
372,'012503,'201501756
373,'012510,'201501756
374,'012527,'201501756
375,'012534,'201501756
376,'012602,'201501756
377,'012619,'201501756
378,'012626,'201501756
379,'012701,'201501756
380,'012718,'201501756
381,'012725,'201501756
382,'012800,'201501756
383,'012817,'201501756
384,'012909,'201504227
385,'012916,'201504227
386,'012923,'201504227
387,'013005,'201504227
388,'013012,'201504227
389,'013104,'201504227
390,'013111,'201504227
391,'013128,'201504227
392,'013135,'201504227
393,'013203,'201504227
394,'013210,'201600298
395,'013227,'201600298
396,'013302,'201600298
397,'013319,'201600298
398,'013401,'201600298
399,'013418,'201600298
400,'013425,'201600298
401,'013500,'201600298
402,'013517,'201600298
403,'013609,'201600298
404,'013616,'201600298
405,'013623,'201600298
406,'013630,'201600298
407,'013708,'201600298
408,'013715,'201600298
409,'013722,'201600678
410,'013807,'201600678
411,'013814,'201600678
412,'013821,'201600678
413,'013906,'201600678
414,'013913,'201600678
415,'014002,'201600678
416,'014019,'201600678
417,'014026,'201600678
418,'014101,'201600678
419,'014118,'201600678
420,'014125,'201600678
421,'014200,'201600678
422,'014217,'201600678
423,'014224,'201600678
424,'014309,'201600678
425,'014316,'201600678
426,'014408,'201600678
427,'014415,'201600678
428,'014422,'201600678
429,'014507,'200308347
430,'014514,'200308347
431,'014521,'200308347
432,'014606,'200308347
433,'014613,'200308347
434,'014620,'200308347
435,'014705,'200308347
436,'014712,'200308347
437,'014729,'200308342
438,'014804,'200308342
439,'014811,'200308342
440,'014828,'200308342
441,'014835,'200308342
442,'014903,'200308342
443,'014910,'200308342
444,'014927,'200308342
445,'014934,'200308342
446,'015009,'200308342
447,'015016,'200308342
448,'015023,'200308342
449,'015108,'200308342
450,'015115,'200308345
451,'015122,'200308345
452,'015207,'200308345
453,'015214,'200308345
454,'015221,'200308345
455,'015306,'200308345
456,'015313,'200308345
457,'015405,'200308345
458,'015412,'200308345
459,'015429,'200308344
460,'015504,'200308344
461,'015511,'200308344
462,'015528,'200308344
463,'015603,'200308344
464,'015610,'200308344
465,'015627,'200308344
466,'015702,'200308344
467,'015719,'200410519
468,'015726,'200410519
469,'015801,'200410519
470,'015818,'200410519
471,'015825,'200410519
472,'015900,'200410519
473,'015917,'200410519
474,'015924,'200410519
475,'016006,'200410519
476,'016013,'200410519
477,'016020,'200410519
478,'016105,'200410519
479,'016112,'200308346
480,'016129,'200308346
481,'016204,'200308346
482,'016211,'200308346
483,'016228,'200308343
484,'016303,'200308343
485,'016310,'200308343
486,'016402,'200308343
487,'016419,'200308343
488,'016501,'200308343
489,'016518,'200308343
490,'016525,'200308343
491,'016600,'201707657
492,'016617,'201707657
493,'016624,'201707657
494,'016709,'201707657
495,'016716,'201707657
496,'016723,'201707657
497,'016808,'201707657
498,'016815,'201707657
499,'016822,'201707657
500,'016907,'201707657
501,'016914,'201707657
502,'016921,'201707657
503,'017003,'201803406
504,'017010,'201803406
505,'017027,'201803406
506,'017102,'201803406
507,'017119,'201803406
508,'017126,'201803406
509,'017201,'201600454
510,'017218,'201600454
511,'017225,'201600454
512,'017300,'201600454
513,'017317,'201600454
514,'017324,'201600454
515,'017409,'201600454
516,'017416,'201600454
517,'017508,'201600454
518,'017515,'201906184
519,'017522,'201906184
520,'017607,'201906184
521,'017614,'201906184
522,'017706,'201906184
523,'017713,'201906184
524,'017805,'201906184
525,'017812,'201906184
526,'017904,'201906184
527,'017911,'201906185
528,'017928,'201906185
529,'018000,'201906185
530,'018017,'201906185
531,'018024,'201906185
532,'018109,'201906185
533,'018116,'201906185
534,'018208,'201906183
535,'018215,'201906183
536,'018222,'201906183
537,'018307,'201906183
538,'018314,'201906183
539,'018406,'201906183
540,'018413,'201906183
541,'018505,'201906183
542,'018512,'201906183
543,'018604,'201906889
544,'018611,'201906889
545,'018703,'202002955
546,'018710,'202002955
547,'018802,'202002955
548,'018819,'202002955
549,'018901,'202002955
550,'018918,'202002955
551,'019007,'202002955
552,'019014,'202002955
553,'019106,'202002955
554,'019113,'202002955
555,'019205,'202002955
556,'019212,'202002955
