,0,1
0,'000104,'197300025
1,'000111,'197300025
2,'000128,'197300025
3,'000203,'200500251
4,'000203,'200500251
5,'000203,'200500251
6,'000203,'200500251
7,'000210,'200500251
8,'000210,'200500251
9,'000210,'200500251
10,'000210,'200500251
11,'000227,'200500251
12,'000227,'200500251
13,'000227,'200500251
14,'000227,'200500251
15,'000234,'200500251
16,'000302,'200500250
17,'000319,'200500250
18,'000326,'200500250
19,'000401,'200500268
20,'000401,'200500268
21,'000401,'200500268
22,'000418,'200500268
23,'000425,'200500268
24,'000500,'199600247
25,'000500,'199600247
26,'000500,'199600247
27,'000517,'199600247
28,'000524,'199600247
29,'000531,'199600247
30,'000548,'199600247
31,'000555,'199600247
32,'000609,'200606934
33,'000616,'200606934
34,'000623,'200606934
35,'000630,'200606934
36,'000647,'200606934
37,'000647,'200606934
38,'000708,'200606933
39,'000715,'200606933
40,'000722,'200606933
41,'000739,'200606933
42,'000746,'200606933
43,'000746,'200606933
44,'000807,'198300085
45,'000807,'198300085
46,'000814,'198300085
47,'000814,'198300085
48,'000821,'198300085
49,'000821,'198300085
50,'000906,'198700126
51,'000906,'198700126
52,'000913,'198700126
53,'000913,'198700126
54,'000920,'198700126
55,'000920,'198700126
56,'001002,'200300153
57,'001002,'200300153
58,'001002,'200300153
59,'001019,'200300153
60,'001019,'200300153
61,'001019,'200300153
62,'001101,'199600233
63,'001118,'199600233
64,'001118,'199600233
65,'001118,'199600233
66,'001118,'199600233
67,'001118,'199600233
68,'001118,'199600233
69,'001125,'199600233
70,'001125,'199600233
71,'001125,'199600233
72,'001125,'199600233
73,'001125,'199600233
74,'001125,'199600233
75,'001132,'199600233
76,'001132,'199600233
77,'001200,'200300142
78,'001200,'200300142
79,'001217,'200300142
80,'001217,'200300142
81,'001224,'200300142
82,'001224,'200300142
83,'001231,'200300142
84,'001231,'200300142
85,'001309,'200300136
86,'001316,'200300136
87,'001316,'200300136
88,'001316,'200300136
89,'001316,'200300136
90,'001316,'200300136
91,'001323,'200300136
92,'001323,'200300136
93,'001323,'200300136
94,'001323,'200300136
95,'001323,'200300136
96,'001330,'200300136
97,'001347,'200300136
98,'001347,'200300136
99,'001408,'200300136
100,'001415,'200300136
101,'001415,'200300136
102,'001415,'200300136
103,'001415,'200300136
104,'001415,'200300136
105,'001415,'200300136
106,'001415,'200300136
107,'001422,'200300136
108,'001422,'200300136
109,'001422,'200300136
110,'001422,'200300136
111,'001422,'200300136
112,'001422,'200300136
113,'001422,'200300136
114,'001439,'200300136
115,'001439,'200300136
116,'001446,'200300136
117,'001507,'200300136
118,'001514,'200300136
119,'001514,'200300136
120,'001514,'200300136
121,'001514,'200300136
122,'001514,'200300136
123,'001514,'200300136
124,'001514,'200300136
125,'001521,'200300136
126,'001521,'200300136
127,'001521,'200300136
128,'001521,'200300136
129,'001521,'200300136
130,'001521,'200300136
131,'001521,'200300136
132,'001538,'200300136
133,'001538,'200300136
134,'001545,'200300136
135,'001606,'200400166
136,'001606,'200400166
137,'001606,'200400166
138,'001606,'200400166
139,'001613,'200400166
