,0,1,2
0,'000104,'199301153,0
1,'000111,'199301153,1
2,'000203,'199201036,0
3,'000210,'199201036,1
4,'000302,'199901122,0
5,'000319,'199901122,1
6,'000401,'199400853,0
7,'000418,'199400853,1
8,'000500,'199801166,0
9,'000517,'199801166,1
10,'000609,'199701272,0
11,'000616,'199701272,1
12,'000708,'199601066,0
13,'000715,'199601066,4
14,'000807,'199201026,0
15,'000814,'199201026,4
16,'000906,'199701274,0
17,'000913,'199701274,1
18,'001002,'199701273,0
19,'001019,'199701273,1
20,'001101,'199901121,0
21,'001118,'199901121,1
22,'001200,'199101066,0
23,'001217,'199101066,10
24,'001309,'199601067,0
25,'001316,'199601067,1
26,'001408,'199000962,0
27,'001415,'199000962,10
28,'001507,'200511102,0
29,'001514,'200511102,60
30,'001521,'200511102,90
31,'001606,'199907002,0
32,'001613,'199907002,90
33,'001620,'199907002,180
34,'001705,'199301154,0
35,'001712,'199301154,1
36,'001804,'200607841,0
37,'001811,'200607841,1
38,'001903,'200710203,0
39,'001910,'200710203,12
40,'002009,'200800017,0
41,'002016,'200800017,10
42,'002108,'199000966,0
43,'002115,'199000966,1
44,'002207,'199806541,0
45,'002306,'199901120,0
46,'002313,'199901120,1
47,'002405,'197200149,0
48,'002412,'197200149,1
49,'002504,'198301324,0
50,'002511,'198301324,1
51,'002528,'198301324,1
52,'002535,'198301324,1
53,'002603,'199907001,0
54,'002610,'199907001,180
55,'002702,'200612560,0
56,'002719,'200612560,120
57,'002801,'199201034,0
58,'002818,'199201034,1
59,'002900,'200902499,0
60,'002917,'200902499,1
61,'002924,'200902499,6
62,'002931,'200902499,12
63,'002948,'200902499,36
64,'003006,'200501354,0
65,'003013,'200501354,1
66,'003020,'200501354,1
67,'003105,'200907060,0
68,'003112,'200907060,60
69,'003129,'200907060,96
70,'003136,'200907060,35
71,'003204,'200503285,0
72,'003211,'200503285,1
73,'003228,'200503285,1
74,'003235,'200503285,1
75,'003242,'200503285,1
76,'003303,'201305017,0
77,'003310,'201305017,1
78,'003327,'201305017,1
79,'003334,'201305017,1
80,'003402,'201201188,0
81,'003501,'201202208,0
82,'003600,'201209010,0
83,'003709,'201209011,0
84,'003808,'201309381,0
85,'003907,'201309382,0
86,'004003,'201404123,0
87,'004010,'201404123,1
88,'004102,'201500961,0
89,'004119,'201500961,1
90,'004201,'201501794,0
91,'004218,'201501794,1
92,'004300,'201501281,0
93,'004409,'201503974,0
94,'004416,'201503974,1
95,'004508,'201507021,0
96,'004607,'201600435,0
97,'004614,'201600435,1
98,'004706,'201601260,0
99,'004713,'201601260,1
100,'004720,'201601260,1
101,'004737,'201601260,1
102,'004805,'201602740,0
103,'004812,'201602740,1
104,'004829,'201602740,1
105,'004904,'201602741,0
106,'004911,'201602741,1
107,'004928,'201602741,1
108,'004935,'201602741,1
109,'005000,'201605988,0
110,'005017,'201605988,1
111,'005024,'201605988,1
112,'005109,'201606578,0
113,'005208,'201606619,0
114,'005215,'201606619,1
115,'005307,'201606747,0
116,'005314,'201606747,1
117,'005406,'201607035,0
118,'005413,'201607035,1
119,'005505,'201607141,0
120,'005512,'201607141,1
121,'005604,'201700017,0
122,'005703,'201701678,0
123,'005802,'201704734,0
124,'005819,'201704734,1
125,'005901,'201708061,0
126,'006007,'201708218,0
127,'006106,'201800072,0
128,'006113,'201800072,1
129,'006205,'201800079,0
130,'006212,'201800079,1
131,'006304,'201800082,0
132,'006311,'201800082,1
133,'006403,'201800109,0
134,'006410,'201800109,1
135,'006502,'201800295,0
136,'006519,'201800295,1
137,'006601,'201803752,0
138,'006618,'201803752,1
139,'006700,'201900026,0
140,'006809,'201900764,0
141,'006908,'201902448,0
142,'006915,'201902448,1
143,'006922,'201902448,1
144,'006939,'201902448,1
145,'006946,'201902448,1
146,'007004,'201906335,0
