,0,1
0,'000104,'200503804
1,'000104,'200503804
2,'000104,'200503804
3,'000111,'200503804
4,'000111,'200503804
5,'000111,'200503804
6,'000128,'200503804
7,'000128,'200503804
8,'000128,'200503804
9,'000203,'200503801
10,'000203,'200503801
11,'000203,'200503801
12,'000210,'200503801
13,'000210,'200503801
14,'000210,'200503801
15,'000227,'200503801
16,'000227,'200503801
17,'000227,'200503801
18,'000234,'200503801
19,'000234,'200503801
20,'000234,'200503801
21,'000302,'201400342
22,'000302,'201400342
23,'000319,'201400342
24,'000319,'201400342
25,'000326,'201400342
26,'000326,'201400342
27,'000401,'201310223
28,'000418,'201310223
29,'000500,'201310222
30,'000517,'201310222
31,'000609,'201310221
32,'000616,'201310221
33,'000708,'201400851
34,'000708,'201400851
35,'000708,'201400851
36,'000715,'201400851
37,'000715,'201400851
38,'000715,'201400851
39,'000722,'201400851
40,'000722,'201400851
41,'000722,'201400851
42,'000807,'201400852
43,'000807,'201400852
44,'000807,'201400852
45,'000814,'201400852
46,'000814,'201400852
47,'000814,'201400852
48,'000821,'201400852
49,'000821,'201400852
50,'000821,'201400852
51,'000906,'201401087
52,'000906,'201401087
53,'000913,'201401087
54,'000913,'201401087
55,'001002,'201402496
56,'001002,'201402496
57,'001002,'201402496
58,'001002,'201402496
59,'001019,'201402496
60,'001019,'201402496
61,'001019,'201402496
62,'001019,'201402496
63,'001026,'201402496
64,'001026,'201402496
65,'001026,'201402496
66,'001026,'201402496
67,'001033,'201402496
68,'001033,'201402496
69,'001033,'201402496
70,'001033,'201402496
71,'001101,'201402494
72,'001101,'201402494
73,'001101,'201402494
74,'001101,'201402494
75,'001118,'201402494
76,'001118,'201402494
77,'001118,'201402494
78,'001118,'201402494
79,'001125,'201402494
80,'001125,'201402494
81,'001125,'201402494
82,'001125,'201402494
83,'001200,'201402493
84,'001200,'201402493
85,'001217,'201402493
86,'001217,'201402493
87,'001224,'201402493
88,'001224,'201402493
89,'001231,'201402493
90,'001231,'201402493
91,'001309,'201402515
92,'001309,'201402515
93,'001309,'201402515
94,'001309,'201402515
95,'001316,'201402515
96,'001316,'201402515
97,'001316,'201402515
98,'001316,'201402515
99,'001323,'201402515
100,'001323,'201402515
101,'001323,'201402515
102,'001323,'201402515
103,'001408,'201402516
104,'001408,'201402516
105,'001408,'201402516
106,'001408,'201402516
107,'001415,'201402516
108,'001415,'201402516
109,'001415,'201402516
110,'001415,'201402516
111,'001422,'201402516
112,'001422,'201402516
113,'001422,'201402516
114,'001422,'201402516
115,'001439,'201402516
116,'001439,'201402516
117,'001439,'201402516
118,'001439,'201402516
119,'001507,'201402932
120,'001507,'201402932
121,'001514,'201402932
122,'001514,'201402932
123,'001521,'201402932
124,'001521,'201402932
125,'001606,'201402922
126,'001606,'201402922
127,'001613,'201402922
128,'001613,'201402922
129,'001620,'201402922
130,'001620,'201402922
131,'001705,'201402923
132,'001705,'201402923
133,'001712,'201402923
134,'001712,'201402923
135,'001729,'201402923
136,'001729,'201402923
137,'001804,'201402924
138,'001804,'201402924
139,'001804,'201402924
140,'001811,'201402924
141,'001811,'201402924
142,'001811,'201402924
143,'001828,'201402924
144,'001828,'201402924
145,'001828,'201402924
146,'001903,'201403574
147,'001903,'201403574
148,'001910,'201403574
149,'001910,'201403574
150,'001927,'201403574
151,'001927,'201403574
152,'002009,'201403576
153,'002009,'201403576
154,'002016,'201403576
155,'002016,'201403576
156,'002023,'201403576
157,'002023,'201403576
158,'002108,'201404017
159,'002108,'201404017
160,'002108,'201404017
161,'002108,'201404017
162,'002108,'201404017
163,'002115,'201404017
164,'002115,'201404017
165,'002115,'201404017
166,'002115,'201404017
167,'002115,'201404017
168,'002122,'201404017
169,'002122,'201404017
170,'002139,'201404017
171,'002139,'201404017
172,'002207,'201404019
173,'002207,'201404019
174,'002214,'201404019
175,'002214,'201404019
176,'002306,'201403964
177,'002306,'201403964
178,'002313,'201403964
179,'002313,'201403964
180,'002405,'201404018
