,0,1,2
0,'000108,'199903734,0
1,'000207,'200103392,0
2,'000306,'199102830,0
3,'000313,'199102830,1
4,'000320,'199102830,1
5,'000405,'199603000,0
6,'000412,'199603000,1
7,'000429,'199603000,1
8,'000504,'199906969,0
9,'000511,'199906969,1
10,'000603,'200707348,0
11,'000610,'200707348,1
12,'000702,'199403319,0
13,'000719,'199403319,5
14,'000801,'199403318,0
15,'000818,'199403318,5
16,'000900,'200512180,0
17,'000917,'200512180,5
18,'000924,'200512180,1
19,'000931,'200512180,10
20,'001006,'200410873,0
21,'001013,'200410873,5
22,'001020,'200410873,1
23,'001037,'200410873,10
24,'001105,'200410874,0
25,'001112,'200410874,5
26,'001129,'200410874,1
27,'001136,'200410874,10
28,'001204,'200307842,0
29,'001211,'200307842,30
30,'001303,'200307843,0
31,'001310,'200307843,30
32,'001402,'200307844,0
33,'001419,'200307844,30
34,'001501,'200307847,0
35,'001518,'200307847,30
36,'001600,'200307848,0
37,'001617,'200307848,30
38,'001709,'200307849,0
39,'001716,'200307849,30
40,'001808,'200603875,0
41,'001815,'200603875,200
42,'001822,'200603875,30
43,'001907,'199903736,0
44,'001914,'199903736,100
45,'002003,'200410098,0
46,'002010,'200410098,28
47,'002102,'200410099,0
48,'002119,'200410099,28
49,'002201,'200410100,0
50,'002218,'200410100,28
51,'002300,'198401286,0
52,'002409,'198401279,0
53,'002508,'199704348,0
54,'002515,'199704348,1
55,'002522,'199704348,7
56,'002607,'199906968,0
57,'002614,'199906968,1
58,'002706,'199504177,0
59,'002713,'199504177,1
60,'002805,'199504180,0
61,'002812,'199504180,1
62,'002904,'200606185,0
63,'002911,'200606185,1
64,'002928,'200606185,50
65,'003000,'200606185,0
66,'003017,'200606185,1
67,'003024,'200606185,50
68,'003109,'200606185,0
69,'003116,'200606185,1
70,'003123,'200606185,50
71,'003208,'199903735,0
72,'003215,'199903735,200
73,'003222,'199903735,30
74,'003307,'199602997,0
75,'003314,'199602997,30
76,'003321,'199602997,200
77,'003338,'199602997,100
78,'003345,'199602997,20
79,'003406,'199602998,0
80,'003413,'199602998,30
81,'003420,'199602998,200
82,'003437,'199602998,100
83,'003444,'199602998,20
84,'003505,'199602999,0
85,'003512,'199602999,30
86,'003529,'199602999,200
87,'003604,'200307837,0
88,'003611,'200307837,1
89,'003703,'200307838,0
90,'003710,'200307838,1
91,'003802,'200307839,0
92,'003819,'200307839,1
93,'003901,'200307850,0
94,'003918,'200307850,28
95,'004007,'200307840,0
96,'004014,'200307840,28
97,'004106,'200307841,0
98,'004113,'200307841,28
99,'004205,'199803517,0
100,'004304,'199303107,0
101,'004311,'199303107,10
102,'004328,'199303107,20
103,'004335,'199303107,100
104,'004342,'199303107,1000
105,'004359,'199303107,20
106,'004403,'200603876,0
107,'004410,'200603876,1
108,'004427,'200603876,10
109,'004502,'199806500,0
110,'004519,'199806500,1
111,'004601,'200209791,0
112,'004618,'200209791,1
113,'004700,'198902572,0
114,'004717,'198902572,28
115,'004724,'198902572,200
116,'004731,'198902572,56
117,'004748,'198902572,56
118,'004755,'198902572,98
119,'004809,'199303106,0
120,'004908,'200108871,0
121,'005004,'198401289,0
122,'005011,'198401289,60
123,'005028,'198401289,100
124,'005035,'198401289,200
125,'005042,'198401289,30
126,'005103,'200307845,0
127,'005110,'200307845,20
128,'005202,'200410849,0
129,'005219,'200410849,30
130,'005301,'200410850,0
131,'005318,'200410850,30
132,'005400,'200108869,0
133,'005509,'199303109,0
134,'005516,'199303109,10
135,'005523,'199303109,1000
136,'005608,'199603002,0
137,'005615,'199603002,1
138,'005622,'199603002,1
139,'005639,'199603002,1
140,'005646,'199603002,1
141,'005653,'199603002,1
142,'005707,'199304189,0
143,'005714,'199304189,1
144,'005721,'199304189,5
145,'005806,'200307846,0
146,'005905,'200202893,0
147,'005912,'200202893,10
148,'006001,'200502934,0
149,'006018,'200502934,10
150,'006025,'200502934,50
151,'006032,'200502934,100
152,'006049,'200502934,300
153,'006056,'200502934,30
154,'006100,'200103393,0
155,'006117,'200103393,10
156,'006124,'200103393,50
157,'006131,'200103393,100
158,'006148,'200103393,300
159,'006155,'200103393,30
160,'006209,'200410096,0
161,'006216,'200410096,6
162,'006223,'200410096,3
163,'006308,'200703756,0
164,'006315,'200703756,28
165,'006407,'200703757,0
166,'006414,'200703757,28
167,'006506,'199403323,0
168,'006605,'200210720,0
169,'006612,'200210720,30
170,'006704,'200512179,0
171,'006711,'200512179,30
172,'006803,'200308502,0
173,'006810,'200308502,70
174,'006827,'200308502,100
175,'006902,'199603003,0
176,'006919,'199603003,10
177,'006926,'199603003,30
178,'006933,'199603003,50
179,'006940,'199603003,500
180,'006957,'199603003,20
181,'006964,'199603003,10
182,'006971,'199603003,6
183,'007008,'199903739,0
184,'007015,'199903739,10
185,'007022,'199903739,30
186,'007039,'199903739,1000
187,'007107,'199402278,0
188,'007114,'199402278,20
189,'007121,'199402278,1000
190,'007138,'199402278,30
191,'007145,'199402278,8
192,'007206,'199303108,0
193,'007213,'199303108,10
194,'007220,'199303108,50
195,'007237,'199303108,8
196,'007244,'199303108,100
197,'007251,'199303108,30
198,'007305,'200302348,0
199,'007312,'200302348,10
200,'007329,'200302348,50
201,'007404,'199602996,0
202,'007411,'199602996,10
203,'007503,'200008864,0
204,'007510,'200008864,60
205,'007602,'200008865,0
206,'007619,'200008865,60
207,'007626,'200008865,28
208,'007701,'200209792,0
209,'007718,'200209792,60
210,'007725,'200209792,28
211,'007800,'199602992,0
212,'007817,'199602992,60
213,'007824,'199602992,30
214,'007909,'199602993,0
215,'008005,'199602990,0
216,'008012,'199602990,60
217,'008029,'199602990,30
218,'008104,'199602994,0
219,'008203,'199602995,0
220,'008302,'199602991,0
221,'008401,'200209788,0
222,'008500,'200209789,0
223,'008609,'199303099,0
224,'008616,'199303099,30
225,'008623,'199303099,100
226,'008708,'200004370,0
227,'008715,'200004370,7
228,'008722,'200004370,28
229,'008739,'200004370,56
230,'008807,'200004371,0
231,'008814,'200004371,7
232,'008821,'200004371,28
233,'008838,'200004371,56
234,'008906,'200707139,0
235,'008913,'200707139,120
236,'009002,'200209790,0
237,'009101,'199304188,0
238,'009118,'199304188,1
239,'009200,'198701900,0
240,'009217,'198701900,2
241,'009507,'200713005,0
242,'009514,'200713005,28
243,'009606,'200713006,0
244,'009613,'200713006,28
245,'009705,'200713007,0
246,'009712,'200713007,28
247,'009804,'200713053,0
248,'009811,'200713053,28
249,'009903,'200713054,0
250,'009910,'200713054,28
251,'010008,'200801306,0
252,'010015,'200801306,1
253,'010022,'200801306,5
254,'010039,'200801306,10
255,'010107,'200801304,0
256,'010114,'200801304,1
257,'010121,'200801304,5
258,'010138,'200801304,10
259,'010206,'200803372,0
260,'010213,'200803372,30
261,'010220,'200803372,56
262,'010404,'200803373,0
263,'010411,'200803373,30
264,'010428,'200803373,56
265,'010503,'200807029,0
266,'010510,'200807029,120
267,'010602,'200804451,0
268,'010619,'200804451,1
269,'010701,'200804450,0
270,'010718,'200804450,1
271,'010800,'200810446,0
272,'010817,'200810446,1
273,'010909,'200905962,0
274,'010916,'200905962,3
275,'010923,'200905962,6
276,'010930,'200905962,3
277,'011005,'200905961,0
278,'011012,'200905961,3
279,'011029,'200905961,6
280,'011302,'199703241,0
281,'011401,'198501585,0
282,'011500,'199504179,0
283,'011708,'200004372,0
284,'011807,'199903738,0
285,'012200,'199102831,0
286,'012507,'198902570,0
287,'013009,'200906541,0
288,'013016,'200906541,1
289,'013306,'200210721,0
290,'013504,'198701898,0
291,'013603,'199803511,0
292,'013702,'199403315,0
293,'013801,'199403316,0
294,'014006,'201000774,0
295,'014013,'201000774,56
296,'014105,'201000775,0
297,'014112,'201000775,56
298,'014204,'201000776,0
299,'014211,'201000776,56
300,'014303,'201000663,0
301,'014310,'201000663,30
302,'014327,'201000663,60
303,'014402,'201000664,0
304,'014419,'201000664,30
305,'014426,'201000664,60
306,'014501,'201001206,0
307,'014518,'201001206,30
308,'014600,'201001207,0
309,'014617,'201001207,30
310,'014709,'200909372,0
311,'014716,'200909372,30
312,'014723,'200909372,28
313,'014808,'201000777,0
314,'014815,'201000777,30
315,'014822,'201000777,100
316,'015201,'201002999,0
317,'015218,'201002999,30
318,'015225,'201002999,100
319,'015232,'201002999,200
320,'015249,'201002999,30
321,'015300,'201002998,0
322,'015317,'201002998,30
323,'015324,'201002998,100
324,'015331,'201002998,200
325,'015348,'201002998,30
326,'015409,'201002997,0
327,'015416,'201002997,30
328,'015423,'201002997,100
329,'015430,'201002997,200
330,'015447,'201002997,30
331,'015508,'201002217,0
