,0,1
0,'000103,'196600073
1,'000202,'196600073
2,'000219,'196600073
3,'000226,'196600073
4,'000301,'196800067
5,'000318,'196800067
6,'000325,'196800067
7,'000332,'196800067
8,'000400,'196800068
9,'000509,'196800068
10,'000608,'196800068
11,'000615,'196800068
12,'000622,'198400976
13,'000707,'198400976
14,'000806,'198701373
15,'000813,'198701373
16,'000820,'198701373
17,'000905,'198701373
18,'001001,'197900379
19,'001018,'197900379
20,'001100,'199602264
21,'001117,'199602264
22,'001124,'198901938
23,'001209,'198901938
24,'001308,'199302334
25,'001315,'199302334
26,'001322,'196400075
27,'001407,'196400075
28,'001414,'198901936
29,'001421,'198901936
30,'001506,'198000444
31,'001605,'198000444
32,'001612,'198000444
33,'001704,'198000445
34,'001803,'198000445
35,'001902,'198000443
36,'002008,'198000443
37,'002107,'197600493
38,'002206,'197600493
39,'002305,'197600493
40,'002404,'197600493
41,'002503,'198801970
42,'002602,'198801970
43,'002701,'198801970
44,'002800,'198801970
45,'002909,'198801971
46,'002916,'198801971
47,'003005,'198801971
48,'003012,'198801971
49,'003104,'198801971
50,'003203,'198801971
51,'003302,'198801971
52,'003401,'198801971
53,'003500,'198801971
54,'003517,'198801971
55,'003524,'196700050
56,'003531,'196700050
57,'003609,'198000442
58,'003708,'198000442
59,'003715,'198000442
60,'003722,'198000442
61,'003739,'198501212
62,'003746,'198501212
63,'003753,'198501212
64,'003807,'198501212
65,'003906,'196400072
66,'004002,'196400072
67,'004101,'196400072
68,'004200,'196400072
69,'004217,'199302326
70,'004309,'199302326
71,'004316,'199302326
72,'004408,'196600071
73,'004507,'196600071
74,'004606,'196600071
75,'004613,'196600071
76,'004620,'197600494
77,'004637,'197600494
78,'004705,'197600494
79,'004712,'197600494
80,'004804,'198501214
81,'004811,'198501214
82,'004828,'198501214
83,'004835,'198501214
84,'004842,'198501214
85,'004859,'198501214
86,'004866,'198801967
87,'004903,'198801967
88,'004910,'198801967
89,'004927,'198801967
90,'005009,'198801967
91,'005016,'198801967
92,'005023,'199102123
93,'005030,'199102123
94,'005108,'199102123
95,'005115,'199102123
96,'005122,'199302325
97,'005207,'199302325
98,'005214,'199302325
99,'005221,'198501215
100,'005306,'198501215
101,'005313,'198501215
102,'005320,'198501215
103,'005337,'199302324
104,'005405,'199302324
105,'005504,'199302324
106,'005603,'198400977
107,'005610,'473
108,'005627,'473
109,'005634,'198000448
110,'005641,'3166
111,'005702,'3166
112,'005801,'199001771
113,'005900,'199001771
114,'006006,'199102121
115,'006105,'199102121
116,'006204,'199102121
117,'006303,'195900055
118,'006310,'195900055
119,'006402,'195900055
120,'006501,'200000934
121,'006600,'200000934
122,'006709,'200000934
123,'006808,'200400569
124,'006907,'200400569
125,'007003,'200400569
126,'007102,'200400569
127,'007201,'200000919
128,'007300,'200000919
129,'007317,'200000919
130,'007324,'200000919
131,'007331,'200000919
132,'007348,'200000919
133,'007409,'200000919
134,'007508,'200000919
135,'007515,'200000919
136,'007522,'200000919
137,'007539,'200000919
138,'007546,'200000919
139,'007607,'200708954
140,'007706,'200708954
141,'007805,'200708954
142,'007904,'200708954
143,'008000,'200708954
144,'008109,'200708954
145,'008208,'200300458
146,'008307,'200300458
147,'008314,'200300458
148,'008321,'200300458
149,'008338,'200300458
150,'008345,'200300458
151,'008406,'200300458
152,'008505,'200300458
153,'008512,'200300458
154,'008529,'200300458
155,'008604,'200300458
156,'008703,'200300458
157,'008802,'200300444
158,'008901,'200300444
159,'009007,'200600130
160,'009106,'200600130
161,'009205,'200600130
162,'009304,'200600130
163,'009403,'200600130
164,'009502,'200000930
165,'009601,'200000930
166,'009700,'200000930
167,'009717,'200000930
168,'009724,'200000930
169,'009809,'200000930
170,'009908,'200000930
171,'009915,'200000930
172,'010003,'200000930
173,'010102,'200000930
174,'010201,'200000930
175,'010300,'200000930
176,'010409,'200300442
177,'010416,'200300442
178,'010423,'200300442
179,'010430,'200300442
180,'010447,'200300442
181,'010508,'200300442
182,'010607,'200300442
183,'010706,'200300442
184,'010805,'200300442
185,'010812,'200300442
186,'010829,'200300442
187,'010836,'200300442
188,'010843,'200300442
189,'010850,'200300442
190,'010867,'200300442
191,'010904,'200300442
192,'011000,'200300442
193,'011109,'200300442
194,'011208,'200605377
195,'011307,'200605377
196,'011314,'200605377
197,'011321,'200605377
198,'011338,'200500597
199,'011406,'200600129
200,'011505,'200600129
201,'011604,'200600129
202,'011703,'200600129
203,'011802,'200600129
204,'011819,'200410825
205,'011826,'200410825
206,'011901,'200410825
207,'012007,'200200492
208,'012106,'200200492
209,'012113,'200200492
210,'012120,'200200492
211,'012205,'200400548
212,'012304,'200400548
213,'012403,'200400548
214,'012502,'200705180
215,'012519,'200705180
216,'012526,'200705180
217,'012601,'200705180
218,'012618,'200705180
219,'012625,'200705180
220,'012632,'200705180
221,'012649,'200000935
222,'012700,'200000935
223,'012717,'200000935
224,'012724,'200000935
225,'012809,'200000935
226,'012816,'200000935
227,'012823,'200000935
228,'012830,'200000935
229,'012908,'200000935
230,'012915,'200000935
231,'012922,'200000935
232,'013004,'200000935
233,'013011,'200000935
234,'013103,'200000935
235,'013202,'200200488
236,'013301,'200705880
237,'013318,'200705880
238,'013325,'200705880
239,'013400,'200705880
240,'013417,'200705880
241,'013509,'200705880
242,'013608,'200400578
243,'013707,'200400578
244,'013714,'200400578
245,'013806,'200400578
246,'013813,'200400578
247,'013905,'200400578
248,'013912,'200400578
249,'013929,'200400578
250,'014001,'200400578
251,'014018,'200200494
252,'014025,'200200494
253,'014032,'200200494
254,'014049,'200200494
255,'014056,'200000917
256,'014100,'200000917
257,'014117,'200000917
258,'014124,'200000917
259,'014131,'200000917
260,'014148,'200000917
261,'014209,'200000917
262,'014216,'199700833
263,'014223,'199700833
264,'014230,'199700833
265,'014247,'199700833
266,'014254,'199700833
267,'014308,'199700833
268,'014407,'199700833
269,'014506,'199700833
270,'014513,'200400546
271,'014605,'200400546
272,'014612,'200400546
273,'014629,'200400546
274,'014704,'200400546
275,'014803,'200400546
276,'014810,'199200643
277,'014827,'199400540
278,'014902,'199400540
279,'015008,'199400540
280,'015107,'199400540
281,'015206,'199400540
282,'015213,'199400540
283,'015220,'199400540
284,'015237,'199400540
285,'015305,'199400540
286,'015312,'199400540
287,'015329,'199500494
288,'015336,'199500494
289,'015343,'199500494
290,'015404,'199500494
291,'015411,'199500491
292,'015428,'199500491
293,'015435,'199500491
294,'015503,'199500491
295,'015602,'199500491
296,'015701,'199500491
297,'015718,'199500491
298,'015725,'199500491
299,'015800,'199500491
300,'015817,'199600625
301,'015824,'199600625
302,'015909,'199600625
303,'015916,'199600625
304,'015923,'199600625
305,'015930,'199600625
306,'016005,'199000590
307,'016104,'199000590
308,'016203,'199000590
309,'016210,'199000590
310,'016227,'199000590
311,'016302,'199000590
312,'016401,'199000587
313,'016500,'199000587
314,'016609,'199000587
315,'016708,'199000587
316,'016807,'199000587
317,'016906,'199000587
318,'016913,'199000587
319,'016920,'199000587
320,'016937,'198200180
321,'016944,'198200180
322,'017002,'198200180
323,'017101,'198200180
324,'017200,'198200180
325,'017309,'198200180
