,0,1,2
0,'000103,'200302706,0
1,'000110,'200302706,1
2,'000219,'200302706,1
3,'000226,'200302706,60
4,'000301,'200701180,0
5,'000325,'200701180,10
6,'000332,'200701180,180
7,'000400,'200404152,0
8,'000417,'200404152,1
9,'000462,'200404152,90
10,'000516,'200404152,1
11,'000608,'200701941,0
12,'000615,'200701941,10
13,'000622,'200701941,20
14,'000639,'200701941,120
15,'000707,'200404098,0
16,'000714,'200404098,1
17,'000721,'200404098,6
18,'000738,'200404098,12
19,'000745,'200404098,30
20,'000752,'200404098,45
21,'000769,'200404098,90
22,'000776,'200404098,120
23,'000783,'200404098,180
24,'000790,'200404098,240
25,'000813,'200404098,1
26,'000905,'200702502,0
27,'000912,'200702502,1
28,'001001,'200404148,0
29,'001018,'200404148,1
30,'001025,'200404148,6
31,'001032,'200404148,120
32,'001100,'200503263,0
33,'001117,'200503263,2
34,'001124,'200503263,10
35,'001131,'200503263,10
36,'001209,'200404115,0
37,'001216,'200404115,1
38,'001278,'200404115,120
39,'001315,'200404115,1
40,'001407,'200302697,0
41,'001414,'200302697,10
42,'001421,'200302697,200
43,'001506,'200503272,0
44,'001513,'200503272,1
45,'001612,'200503272,1
46,'001629,'200503272,60
47,'001636,'200503272,6
48,'001704,'200302710,0
49,'001735,'200302710,180
50,'001803,'200404068,0
51,'001810,'200404068,1
52,'001827,'200404068,30
53,'001841,'200404068,1
54,'001902,'200503271,0
55,'001926,'200503271,20
56,'001933,'200503271,180
57,'002008,'200404074,0
58,'002015,'200404074,1
59,'002060,'200404074,90
60,'002114,'200404074,1
61,'002206,'200503264,0
62,'002213,'200503264,1
63,'002244,'200503264,30
64,'002312,'200503264,1
65,'002503,'200404135,0
66,'002510,'200404135,1
67,'002541,'200404135,30
68,'002619,'200404135,1
69,'002626,'200404135,3
70,'002633,'200404135,1
71,'002640,'200404135,10
72,'002657,'200404135,1
73,'002701,'200302707,0
74,'002718,'200302707,10
75,'002800,'200404155,0
76,'002831,'200404155,120
77,'002909,'200404138,0
78,'002916,'200404138,1
79,'002947,'200404138,30
80,'003012,'200404138,1
81,'003104,'200302702,0
82,'003159,'200302702,1
83,'003166,'200302702,1
84,'003173,'200302702,6
85,'003180,'200302702,120
86,'003203,'200404133,0
87,'003210,'200404133,1
88,'003241,'200404133,30
89,'003319,'200404133,1
90,'003401,'200404087,0
91,'003418,'200404087,1
92,'003470,'200404087,120
93,'003517,'200404087,1
94,'003609,'200404144,0
95,'003616,'200404144,1
96,'003647,'200404144,30
97,'003715,'200404144,1
98,'003807,'200404137,0
99,'003814,'200404137,1
100,'003845,'200404137,30
101,'003913,'200404137,1
102,'004002,'200404085,0
103,'004019,'200404085,1
104,'004040,'200404085,30
105,'004118,'200404085,1
106,'004200,'200404154,0
107,'004224,'200404154,10
108,'004309,'200404126,0
109,'004316,'200404126,1
110,'004378,'200404126,120
111,'004415,'200404126,1
112,'004507,'200404104,0
113,'004514,'200404104,1
114,'004576,'200404104,120
115,'004613,'200404104,1
116,'004705,'200503270,0
117,'004729,'200503270,10
118,'004804,'200404114,0
119,'004811,'200404114,1
120,'004866,'200404114,90
121,'004910,'200404114,1
122,'005009,'200404086,0
123,'005016,'200404086,1
124,'005078,'200404086,120
125,'005115,'200404086,1
126,'005207,'200503273,0
127,'005221,'200503273,4
128,'005306,'200404141,0
129,'005320,'200404141,10
130,'005405,'200404129,0
131,'005412,'200404129,1
132,'005443,'200404129,30
133,'005511,'200404129,1
134,'005603,'200404130,0
135,'005610,'200404130,1
136,'005672,'200404130,120
137,'005719,'200404130,1
138,'005801,'200707785,0
139,'005818,'200707785,90
140,'005825,'200707785,180
141,'005900,'200404127,0
142,'006013,'200404127,1
143,'006105,'200404097,0
144,'006112,'200404097,1
145,'006143,'200404097,30
146,'006211,'200404097,1
147,'006303,'200404153,0
148,'006310,'200404153,1
149,'006372,'200404153,120
150,'006419,'200404153,1
151,'006501,'200404088,0
152,'006518,'200404088,1
153,'006549,'200404088,30
154,'006570,'200404088,120
155,'006617,'200404088,1
156,'006624,'200404088,6
157,'006709,'200503262,0
158,'006716,'200503262,2
159,'006723,'200503262,12
160,'006730,'200503262,60
161,'006754,'200503262,24
162,'006808,'200503275,0
163,'006822,'200503275,1
164,'006839,'200503275,30
165,'006846,'200503275,90
166,'006907,'200404160,0
167,'006914,'200404160,1
168,'006938,'200404160,1
169,'006945,'200404160,120
170,'007003,'200404136,0
171,'007010,'200404136,1
172,'007041,'200404136,30
173,'007119,'200404136,1
174,'007201,'200404131,0
175,'007218,'200404131,1
176,'007249,'200404131,30
177,'007317,'200404131,1
178,'007409,'200404112,0
179,'007416,'200404112,1
180,'007478,'200404112,120
181,'007515,'200404112,1
182,'007607,'200404146,0
183,'007614,'200404146,1
184,'007645,'200404146,30
185,'007713,'200404146,1
186,'007805,'200503274,0
187,'007812,'200503274,1
188,'007829,'200503274,10
189,'007904,'200404103,0
190,'007911,'200404103,1
191,'007973,'200404103,120
192,'008017,'200404103,1
193,'008109,'200302687,0
194,'008116,'200302687,2
195,'008123,'200302687,10
196,'008130,'200302687,12
197,'008147,'200302687,2
198,'008154,'200302687,10
199,'008161,'200302687,12
200,'008307,'200404140,0
201,'008413,'200404140,1
202,'008505,'200404094,0
203,'008611,'200404094,1
204,'008703,'200404124,0
205,'008819,'200404124,1
206,'008901,'200404095,0
207,'009014,'200404095,1
208,'009106,'200503265,0
209,'009212,'200503265,1
210,'009304,'200404106,0
211,'009410,'200404106,1
212,'009502,'200404091,0
213,'009519,'200404091,1
214,'009540,'200404091,30
215,'009618,'200404091,1
216,'009700,'200302690,0
217,'009816,'200302690,1
218,'009908,'200404113,0
219,'010010,'200404113,1
220,'010102,'200302700,0
221,'010218,'200302700,1
222,'010300,'200404145,0
223,'010416,'200404145,1
224,'010508,'200302701,0
225,'010614,'200302701,1
226,'010706,'200503261,0
227,'010812,'200503261,1
228,'010904,'200404116,0
229,'011017,'200404116,1
230,'011109,'200302712,0
231,'011215,'200302712,1
232,'011307,'200302695,0
233,'011314,'200302695,1
234,'011345,'200302695,30
235,'011413,'200302695,1
236,'011505,'200404111,0
237,'011611,'200404111,1
238,'011703,'200404096,0
239,'011819,'200404096,1
240,'011901,'200404123,0
241,'012014,'200404123,1
242,'012106,'200404150,0
243,'012212,'200404150,1
244,'012304,'200404109,0
245,'012410,'200404109,1
246,'012502,'200404125,0
247,'012618,'200404125,1
248,'012700,'200404156,0
249,'012816,'200404156,1
250,'012908,'200404077,0
251,'013011,'200404077,1
252,'013103,'200404084,0
253,'013219,'200404084,1
254,'013301,'200404093,0
255,'013417,'200404093,1
256,'013509,'200302715,0
257,'013615,'200302715,1
258,'013707,'200302714,0
259,'013813,'200302714,1
260,'013905,'200302708,0
261,'013912,'200302708,1
262,'013974,'200302708,120
263,'014018,'200302708,1
264,'014100,'200404122,0
265,'014117,'200404122,1
266,'014315,'200404122,1
267,'014322,'200404122,300
268,'014339,'200404122,1
269,'014209,'200302699,0
270,'014414,'200302699,1
271,'014506,'200302689,0
272,'014612,'200302689,1
273,'014704,'200701177,0
274,'014711,'200701177,1
275,'014728,'200701177,300
276,'014803,'200302698,0
277,'014919,'200302698,1
278,'015008,'200404107,0
279,'015114,'200404107,1
280,'015206,'200404158,0
281,'015312,'200404158,1
282,'015404,'200404151,0
283,'015510,'200404151,1
284,'015602,'200503266,0
285,'015718,'200503266,1
286,'015800,'200404147,0
287,'015916,'200404147,1
288,'016005,'200404092,0
289,'016111,'200404092,1
290,'016203,'200404139,0
291,'016319,'200404139,1
292,'016326,'200404139,1
293,'016333,'200404139,6
294,'016401,'200404089,0
295,'016517,'200404089,1
296,'016609,'200704240,0
297,'016616,'200704240,1
298,'016623,'200704240,30
299,'016647,'200704240,1
300,'016708,'200404072,0
301,'016814,'200404072,1
302,'016906,'200404080,0
303,'017019,'200404080,1
304,'017101,'200404110,0
305,'017217,'200404110,1
306,'017309,'200404075,0
307,'017415,'200404075,1
308,'017507,'200404081,0
309,'017613,'200404081,1
310,'017705,'200404108,0
311,'017811,'200404108,1
312,'017903,'200404159,0
313,'018016,'200404159,1
314,'018108,'200404067,0
315,'018122,'200404067,2
316,'018146,'200404067,12
317,'018207,'200708965,0
318,'018221,'200708965,10
319,'018238,'200708965,100
320,'018306,'200708964,0
321,'018320,'200708964,10
322,'018337,'200708964,100
323,'018405,'200708963,0
324,'018429,'200708963,10
325,'018436,'200708963,100
326,'018504,'200708962,0
327,'018528,'200708962,10
328,'018535,'200708962,100
329,'018603,'200302696,0
330,'018610,'200302696,1
331,'018641,'200302696,30
332,'018719,'200302696,1
333,'018801,'200404070,0
334,'018818,'200404070,1
335,'018849,'200404070,30
336,'018917,'200404070,1
337,'019006,'200404132,0
338,'019013,'200404132,1
339,'019112,'200404132,1
340,'019204,'200503268,0
341,'019228,'200503268,10
342,'019303,'200503267,0
343,'019310,'200503267,6
344,'019402,'200404076,0
345,'019419,'200404076,1
346,'019464,'200404076,90
347,'019518,'200404076,1
348,'019600,'200404121,0
349,'019617,'200404121,1
350,'019624,'200404121,6
351,'019631,'200404121,120
352,'019648,'200404121,1
353,'019709,'200404100,0
354,'019716,'200404100,1
355,'019761,'200404100,90
356,'019815,'200404100,1
357,'019907,'199904593,0
358,'019914,'199904593,1
359,'019969,'199904593,90
360,'020019,'199904593,1
361,'020101,'200005263,0
362,'020118,'200005263,1
363,'020149,'200005263,1
364,'020156,'200005263,1
365,'020163,'200005263,1
366,'020170,'200005263,150
367,'020187,'200005263,300
368,'020194,'200005263,1
369,'054915,'200005263,150
370,'054922,'200005263,1
371,'020200,'199904592,0
372,'020217,'199904592,1
373,'020262,'199904592,90
374,'020316,'199904592,1
375,'020408,'199904378,0
376,'020514,'199904378,1
377,'020606,'199904642,0
378,'020613,'199904642,1
379,'020620,'199904642,1
380,'020705,'200005264,0
381,'020712,'200005264,1
382,'020743,'200005264,1
383,'020750,'200005264,1
384,'020767,'200005264,1
385,'020774,'200005264,150
386,'020781,'200005264,300
387,'020798,'200005264,1
388,'055011,'200005264,150
389,'055028,'200005264,1
390,'020804,'200005265,0
391,'020811,'200005265,1
392,'020842,'200005265,1
393,'020859,'200005265,150
394,'020866,'200005265,300
395,'020873,'200005265,1
396,'020880,'200005265,1
397,'020897,'200005265,150
398,'055813,'200005265,1
399,'020903,'199904654,0
400,'020910,'199904654,1
401,'020927,'199904654,1
402,'021009,'200005209,0
403,'021115,'200005209,1
404,'021207,'200005272,0
405,'021313,'200005272,1
406,'021405,'199904653,0
407,'021412,'199904653,1
408,'021429,'199904653,1
409,'021504,'200005188,0
410,'021610,'200005188,1
411,'021702,'199904652,0
412,'021719,'199904652,1
413,'021726,'199904652,1
414,'021801,'199904651,0
415,'021818,'199904651,1
416,'021825,'199904651,1
417,'021900,'199904676,0
418,'022013,'199904676,1
419,'022105,'200103896,0
420,'022211,'200103896,1
421,'022303,'199904638,0
422,'022310,'199904638,1
423,'022327,'199904638,1
424,'022402,'200005202,0
425,'022518,'200005202,1
426,'022600,'199904637,0
427,'022617,'199904637,1
428,'022624,'199904637,1
429,'022709,'199904666,0
430,'022716,'199904666,1
431,'022723,'199904666,1
432,'022808,'199904667,0
433,'022815,'199904667,1
434,'022822,'199904667,1
435,'022907,'200005266,0
436,'022914,'200005266,1
437,'022945,'200005266,1
438,'022952,'200005266,1
439,'022969,'200005266,150
440,'022976,'200005266,300
441,'022983,'200005266,1
442,'022990,'200005266,1
443,'023010,'200005266,150
444,'023027,'200005266,1
445,'023003,'200005199,0
446,'023119,'200005199,1
447,'023201,'200005239,0
448,'023249,'200005239,1
449,'023256,'200005239,1
450,'023263,'200005239,1
451,'023270,'200005239,150
452,'023287,'200005239,300
453,'023294,'200005239,1
454,'053314,'200005239,150
455,'053321,'200005239,1
456,'023300,'200005240,0
457,'023317,'200005240,1
458,'023348,'200005240,1
459,'023355,'200005240,1
460,'023362,'200005240,1
461,'023379,'200005240,150
462,'023386,'200005240,300
463,'023393,'200005240,1
464,'023416,'200005240,150
465,'023423,'200005240,1
466,'023409,'200005185,0
467,'023515,'200005185,1
468,'023607,'199904636,0
469,'023614,'199904636,1
470,'023621,'199904636,1
471,'023706,'199904635,0
472,'023713,'199904635,1
473,'023720,'199904635,1
474,'023805,'199904383,0
475,'023812,'199904383,1
476,'023874,'199904383,120
477,'023911,'199904383,1
478,'024000,'200005241,0
479,'024017,'200005241,1
480,'024048,'200005241,1
481,'024055,'200005241,1
482,'024062,'200005241,1
483,'024079,'200005241,150
484,'024086,'200005241,300
485,'024093,'200005241,1
486,'024116,'200005241,150
487,'024123,'200005241,1
488,'024109,'199904678,0
489,'024215,'199904678,1
490,'024307,'200005184,0
491,'024413,'200005184,1
492,'024505,'200005182,0
493,'024512,'200005182,1
494,'024574,'200005182,120
495,'024611,'200005182,1
496,'024628,'200005182,300
497,'024635,'200005182,6
498,'024703,'199904665,0
499,'024710,'199904665,1
500,'024727,'199904665,1
501,'024802,'200005242,0
502,'024840,'200005242,1
503,'024857,'200005242,1
504,'024864,'200005242,1
505,'024871,'200005242,1
506,'024888,'200005242,150
507,'024895,'200005242,300
508,'053413,'200005242,1
509,'053420,'200005242,150
510,'053437,'200005242,1
511,'024901,'200005243,0
512,'024918,'200005243,1
513,'024949,'200005243,1
514,'024956,'200005243,150
515,'024963,'200005243,300
516,'024970,'200005243,1
517,'024987,'200005243,1
518,'024994,'200005243,150
519,'025014,'200005243,1
520,'025007,'200103894,0
521,'025113,'200103894,1
522,'025205,'200005206,0
523,'025212,'200005206,1
524,'025274,'200005206,120
525,'025311,'200005206,1
526,'025403,'200005244,0
527,'025410,'200005244,1
528,'025441,'200005244,1
529,'025458,'200005244,1
530,'025465,'200005244,1
531,'025472,'200005244,150
532,'025489,'200005244,300
533,'025496,'200005244,1
534,'025519,'200005244,150
535,'025526,'200005244,1
536,'025502,'199904677,0
537,'025618,'199904677,1
538,'025700,'200005245,0
539,'025717,'200005245,1
540,'025748,'200005245,1
541,'025755,'200005245,1
542,'025762,'200005245,1
543,'025779,'200005245,1
544,'025786,'200005245,150
545,'025793,'200005245,300
546,'053512,'200005245,1
547,'053529,'200005245,150
548,'053536,'200005245,1
549,'025809,'199904664,0
550,'025816,'199904664,1
551,'025823,'199904664,1
552,'025908,'200005246,0
553,'025915,'200005246,1
554,'025946,'200005246,1
555,'025953,'200005246,1
556,'025960,'200005246,1
557,'025977,'200005246,150
558,'025984,'200005246,300
559,'025991,'200005246,1
560,'026011,'200005246,150
561,'026028,'200005246,1
562,'026004,'200005189,0
563,'026110,'200005189,1
564,'026202,'200005247,0
565,'026219,'200005247,1
566,'026240,'200005247,1
567,'026257,'200005247,1
568,'026264,'200005247,1
569,'026271,'200005247,150
570,'026288,'200005247,300
571,'026295,'200005247,1
572,'053611,'200005247,150
573,'053628,'200005247,1
574,'026301,'199904663,0
575,'026318,'199904663,1
576,'026325,'199904663,1
577,'026400,'200005248,0
578,'026417,'200005248,1
579,'026448,'200005248,1
580,'026455,'200005248,1
581,'026462,'200005248,1
582,'026479,'200005248,150
583,'026486,'200005248,300
584,'026493,'200005248,1
585,'053710,'200005248,150
586,'053727,'200005248,1
587,'026509,'199904662,0
588,'026516,'199904662,1
589,'026523,'199904662,1
590,'026608,'199904661,0
591,'026615,'199904661,1
592,'026622,'199904661,1
593,'026707,'200005204,0
594,'026714,'200005204,1
595,'026721,'200005204,6
596,'026738,'200005204,12
597,'026745,'200005204,30
598,'026752,'200005204,45
599,'026769,'200005204,90
600,'026776,'200005204,120
601,'026783,'200005204,180
602,'026790,'200005204,240
603,'026813,'200005204,1
604,'026905,'200005293,0
605,'026912,'200005293,1
606,'026974,'200005293,120
607,'027018,'200005293,1
608,'027100,'200005198,0
609,'027216,'200005198,1
610,'027308,'199904660,0
611,'027315,'199904660,1
612,'027322,'199904660,1
613,'027407,'199904686,0
614,'027513,'199904686,1
615,'027605,'199904659,0
616,'027612,'199904659,1
617,'027629,'199904659,1
618,'027704,'199904657,0
619,'027711,'199904657,1
620,'027728,'199904657,1
621,'027803,'199904641,0
622,'027810,'199904641,1
623,'027827,'199904641,1
624,'027902,'199904640,0
625,'027919,'199904640,1
626,'027926,'199904640,1
627,'028008,'199904639,0
628,'028015,'199904639,1
629,'028022,'199904639,1
630,'028107,'199904668,0
631,'028114,'199904668,1
632,'028121,'199904668,1
633,'028206,'199904669,0
634,'028213,'199904669,1
635,'028220,'199904669,1
636,'028305,'200005249,0
637,'028312,'200005249,1
638,'028343,'200005249,1
639,'028350,'200005249,1
640,'028367,'200005249,1
641,'028374,'200005249,150
642,'028381,'200005249,300
643,'028398,'200005249,1
644,'028411,'200005249,150
645,'028428,'200005249,1
646,'028404,'199904590,0
647,'028510,'199904590,1
648,'028602,'200005251,0
649,'028640,'200005251,1
650,'028657,'200005251,1
651,'028664,'200005251,150
652,'028671,'200005251,300
653,'028688,'200005251,1
654,'028695,'200005251,1
655,'053918,'200005251,150
656,'053925,'200005251,1
657,'028701,'200005250,0
658,'028718,'200005250,1
659,'028749,'200005250,1
660,'028756,'200005250,1
661,'028763,'200005250,1
662,'028770,'200005250,150
663,'028787,'200005250,300
664,'028794,'200005250,1
665,'053819,'200005250,150
666,'053826,'200005250,1
667,'028800,'199904614,0
668,'028817,'199904614,1
669,'028824,'199904614,1
670,'028909,'200005274,0
671,'028916,'200005274,1
672,'028978,'200005274,120
673,'029012,'200005274,1
674,'029104,'200005273,0
675,'029210,'200005273,1
676,'029302,'199904595,0
677,'029418,'199904595,1
678,'029500,'200005176,0
679,'029517,'200005176,1
680,'029579,'200005176,120
681,'029616,'200005176,1
682,'029708,'199904612,0
683,'029715,'199904612,1
684,'029722,'199904612,1
685,'029807,'199904611,0
686,'029814,'199904611,1
687,'029821,'199904611,1
688,'029906,'199904610,0
689,'029913,'199904610,1
690,'029920,'199904610,1
691,'030001,'200005252,0
692,'030049,'200005252,1
693,'030056,'200005252,1
694,'030063,'200005252,1
695,'030070,'200005252,1
696,'030087,'200005252,150
697,'030094,'200005252,300
698,'054113,'200005252,1
699,'054120,'200005252,150
700,'054137,'200005252,1
701,'030100,'200005287,0
702,'030117,'200005287,1
703,'030162,'200005287,90
704,'030216,'200005287,1
705,'030223,'200005287,1
706,'030230,'200005287,140
707,'030308,'200005253,0
708,'030315,'200005253,1
709,'030346,'200005253,1
710,'030353,'200005253,1
711,'030360,'200005253,1
712,'030377,'200005253,150
713,'030384,'200005253,300
714,'030391,'200005253,1
715,'030414,'200005253,150
716,'030421,'200005253,1
717,'030407,'199904589,0
718,'030513,'199904589,1
719,'030605,'200005254,0
720,'030643,'200005254,1
721,'030650,'200005254,1
722,'030667,'200005254,1
723,'030674,'200005254,1
724,'030681,'200005254,150
725,'030698,'200005254,300
726,'054311,'200005254,1
727,'054328,'200005254,150
728,'054335,'200005254,1
729,'030704,'200005255,0
730,'030711,'200005255,1
731,'030742,'200005255,1
732,'030766,'200005255,1
733,'030773,'200005255,1
734,'030780,'200005255,150
735,'030797,'200005255,300
736,'054410,'200005255,1
737,'054427,'200005255,150
738,'054434,'200005255,1
739,'030803,'199904613,0
740,'030810,'199904613,1
741,'030827,'199904613,1
742,'030902,'199904609,0
743,'030919,'199904609,1
744,'030926,'199904609,1
745,'031008,'200005174,0
746,'031114,'200005174,1
747,'031206,'200005256,0
748,'031213,'200005256,1
749,'031244,'200005256,1
750,'031251,'200005256,1
751,'031268,'200005256,1
752,'031275,'200005256,150
753,'031282,'200005256,300
754,'031299,'200005256,1
755,'031312,'200005256,150
756,'031329,'200005256,1
757,'031305,'199904691,0
758,'031411,'199904691,1
759,'031503,'200005181,0
760,'031619,'200005181,1
761,'031701,'199904608,0
762,'031718,'199904608,1
763,'031725,'199904608,1
764,'031800,'200005203,0
765,'031916,'200005203,1
766,'032005,'199904607,0
767,'032012,'199904607,1
768,'032029,'199904607,1
769,'032104,'200005257,0
770,'032111,'200005257,1
771,'032142,'200005257,1
772,'032159,'200005257,1
773,'032166,'200005257,1
774,'032173,'200005257,150
775,'032180,'200005257,300
776,'032197,'200005257,1
777,'032210,'200005257,150
778,'032227,'200005257,1
779,'032203,'199904588,0
780,'032319,'199904588,1
781,'032401,'200005258,0
782,'032418,'200005258,1
783,'032449,'200005258,1
784,'032456,'200005258,1
785,'032463,'200005258,1
786,'032470,'200005258,150
787,'032487,'200005258,300
788,'032494,'200005258,1
789,'054519,'200005258,150
790,'054526,'200005258,1
791,'032500,'200005259,0
792,'032517,'200005259,1
793,'032548,'200005259,1
794,'032555,'200005259,1
795,'032562,'200005259,1
796,'032579,'200005259,150
797,'032586,'200005259,300
798,'032593,'200005259,1
799,'054618,'200005259,150
800,'054625,'200005259,1
801,'032609,'200005260,0
802,'032616,'200005260,1
803,'032647,'200005260,1
804,'032654,'200005260,1
805,'032661,'200005260,1
806,'032678,'200005260,150
807,'032685,'200005260,300
808,'032692,'200005260,1
809,'032715,'200005260,150
810,'032722,'200005260,1
811,'032708,'199904673,0
812,'032814,'199904673,1
813,'032906,'199904670,0
814,'032913,'199904670,1
815,'032920,'199904670,1
816,'033002,'200005261,0
817,'033019,'200005261,1
818,'033040,'200005261,1
819,'033057,'200005261,1
820,'033064,'200005261,1
821,'033071,'200005261,150
822,'033088,'200005261,300
823,'033095,'200005261,1
824,'054717,'200005261,150
825,'054724,'200005261,1
826,'033101,'199904671,0
827,'033118,'199904671,1
828,'033125,'199904671,1
829,'033200,'199904649,0
830,'033217,'199904649,1
831,'033224,'199904649,1
832,'033309,'200005186,0
833,'033415,'200005186,1
834,'033507,'200005197,0
835,'033613,'200005197,1
836,'033705,'200005262,0
837,'033712,'200005262,1
838,'033743,'200005262,1
839,'033750,'200005262,1
840,'033767,'200005262,1
841,'033774,'200005262,150
842,'033781,'200005262,300
843,'033798,'200005262,1
844,'054816,'200005262,150
845,'054823,'200005262,1
846,'033804,'199904587,0
847,'033811,'199904587,1
848,'033873,'199904587,120
849,'033910,'199904587,1
850,'034009,'199904648,0
851,'034016,'199904648,1
852,'034023,'199904648,1
853,'034108,'200005235,0
854,'034115,'200005235,1
855,'034146,'200005235,1
856,'034153,'200005235,1
857,'034160,'200005235,1
