,0,1,2
0,'000105,'201502769,0
1,'000112,'201502769,120
2,'000204,'201507983,0
3,'000211,'201507983,30
4,'000600,'201501780,0
5,'000617,'201501780,1
6,'000624,'201501780,1
7,'000709,'201504697,0
8,'000716,'201504697,60
9,'000808,'201502252,0
10,'000815,'201502252,20
11,'000907,'201504904,0
12,'000914,'201504904,30
13,'001003,'201604923,0
14,'001010,'201604923,1
15,'001027,'201604923,1
16,'001102,'201605395,0
17,'001119,'201605395,10
18,'001126,'201605395,300
19,'001201,'201605475,0
20,'001218,'201605475,90
21,'001300,'201800949,0
22,'001317,'201800949,1
23,'001409,'201801423,0
24,'001416,'201801423,60
25,'001508,'201802399,0
26,'001515,'201802399,1
27,'001522,'201802399,10
28,'001539,'201802399,30
