,0,1,2
0,'000101,'200702101,0
1,'000118,'200702101,30
2,'000125,'200702101,300
3,'000132,'200702101,500
4,'000200,'199301357,0
5,'000217,'199301357,1
6,'000224,'199301357,50
7,'000309,'200001596,0
8,'000316,'200001596,30
9,'000323,'200001596,90
10,'000330,'200001596,180
11,'000347,'200001596,300
12,'000354,'200001596,500
13,'000361,'200001596,1000
14,'000408,'199701437,0
15,'000415,'199701437,30
16,'000422,'199701437,300
17,'000439,'199701437,500
18,'000446,'199701437,1000
19,'000507,'200301028,0
20,'000514,'200301028,180
21,'000521,'200301028,360
22,'000606,'200606969,0
23,'000705,'200401377,0
24,'000712,'200401377,30
25,'000729,'200401377,100
26,'000736,'200401377,300
27,'000743,'200401377,30
28,'000804,'200401397,0
29,'000811,'200401397,60
30,'000903,'198901086,0
31,'000910,'198901086,30
32,'000927,'198901086,100
33,'000934,'198901086,300
34,'000941,'198901086,500
35,'000958,'198901086,1000
36,'001009,'200301030,0
37,'001016,'200301030,100
38,'001023,'200301030,500
39,'001108,'200401376,0
40,'001115,'200401376,30
41,'001122,'200401376,100
42,'001207,'200401391,0
43,'001214,'200401391,1
44,'001221,'200401391,1
45,'001306,'199601176,0
46,'001313,'199601176,30
47,'001320,'199601176,100
48,'001337,'199601176,300
49,'001344,'199601176,500
50,'001351,'199601176,1000
51,'001368,'199601176,100
52,'001375,'199601176,50
53,'001405,'199901288,0
54,'001412,'199901288,180
55,'001429,'199901288,360
56,'001436,'199901288,500
57,'001504,'199901265,0
58,'001511,'199901265,30
59,'001528,'199901265,100
60,'001535,'199901265,300
61,'001542,'199901265,500
62,'001603,'199601169,0
63,'001610,'199601169,1
64,'001702,'199400948,0
65,'001719,'199400948,30
66,'001726,'199400948,100
67,'001733,'199400948,180
68,'001740,'199400948,300
69,'001757,'199400948,500
70,'001764,'199400948,1000
71,'001801,'200501306,0
72,'001818,'200501306,10
73,'001825,'200501306,100
74,'001832,'200501306,200
75,'001849,'200501306,1000
76,'001900,'200501292,0
77,'002006,'200607879,0
78,'002105,'200201084,0
79,'002112,'200201084,30
80,'002129,'200201084,100
81,'002136,'200201084,200
82,'002143,'200201084,300
83,'002150,'200201084,500
84,'002167,'200201084,30
85,'002204,'199400951,0
86,'002211,'199400951,30
87,'002228,'199400951,100
88,'002235,'199400951,300
89,'002242,'199400951,1000
90,'002303,'199501023,0
91,'002310,'199501023,30
92,'002327,'199501023,200
93,'002334,'199501023,300
94,'002341,'199501023,1000
95,'002358,'199501023,100
96,'002402,'200201079,0
97,'002419,'200201079,120
98,'002426,'200201079,240
99,'002433,'200201079,500
100,'002501,'199901258,0
101,'002518,'199901258,30
102,'002525,'199901258,120
103,'002532,'199901258,200
104,'002549,'199901258,240
105,'002556,'199901258,10
106,'002563,'199901258,500
107,'002600,'200501294,0
108,'002617,'200501294,30
109,'002624,'200501294,300
110,'002631,'200501294,100
111,'002709,'200709069,0
112,'002716,'200709069,30
113,'002723,'200709069,300
114,'002730,'200709069,100
115,'002808,'199501000,0
116,'002815,'199501000,10
117,'002822,'199501000,600
118,'002839,'199501000,1000
119,'002907,'199400950,0
120,'002914,'199400950,30
121,'002921,'199400950,200
122,'002938,'199400950,300
123,'002945,'199400950,500
124,'003003,'200101190,0
125,'003010,'200101190,30
126,'003027,'200101190,200
127,'003034,'200101190,300
128,'003041,'200101190,500
