,0,1
0,'000107,'199401574
1,'000114,'199401574
2,'000121,'200700744
3,'000206,'200700744
4,'000305,'200700744
5,'000312,'200700744
6,'000329,'200002822
7,'000336,'200002822
8,'000404,'200002822
9,'000411,'200002822
10,'000435,'200002822
11,'000442,'200002822
12,'000503,'200002822
13,'000510,'200002822
14,'000527,'200002822
15,'000534,'200002822
16,'000602,'200002822
17,'000701,'200002822
18,'000800,'200002822
19,'000909,'200002822
20,'000916,'200002822
21,'000923,'200002822
22,'001005,'200002822
23,'001012,'200002822
24,'001029,'200002822
25,'001104,'200002822
26,'001203,'199302185
27,'001210,'199302185
28,'001227,'199302185
29,'001234,'199302185
30,'001302,'199302185
31,'001401,'199302185
32,'001500,'199302185
33,'001609,'199302185
34,'001708,'200605428
35,'001715,'200605428
36,'001722,'200605428
37,'001739,'200607959
38,'001807,'200607959
39,'001814,'200607959
40,'001821,'200607959
41,'001838,'200607959
42,'001906,'200607959
43,'001913,'197000117
44,'002002,'197000117
45,'002019,'197000117
46,'002026,'197000117
47,'002033,'197000117
48,'002101,'197000117
49,'002118,'197000117
50,'002125,'197000117
51,'002132,'200502022
52,'002149,'200502022
53,'002163,'200502022
54,'002170,'200502022
55,'002187,'200502022
56,'002200,'200502022
57,'002217,'200502022
58,'002224,'200502022
59,'002309,'200502022
60,'002316,'200502022
61,'002408,'200502022
62,'002507,'200401992
63,'002606,'200401992
64,'002705,'197300192
65,'002804,'197300192
66,'002903,'197300192
67,'002910,'197300192
68,'002927,'197300192
69,'002934,'197300192
70,'002941,'197300192
71,'003009,'197300192
72,'003108,'197300192
73,'003115,'197300192
74,'003139,'197300192
75,'003146,'197300192
76,'003207,'199501479
77,'003214,'199501479
78,'003221,'199501479
79,'003306,'199501479
80,'003405,'199501479
81,'003504,'199501479
82,'003603,'199501479
83,'003702,'199501479
84,'003719,'199501479
85,'003726,'199501479
86,'003733,'199501479
87,'003801,'199501479
88,'003900,'199501479
89,'003917,'199501479
90,'004006,'199501479
91,'004013,'198901701
92,'004204,'198901701
93,'004211,'198901701
94,'004228,'198901701
95,'004303,'200612057
96,'004310,'200612057
97,'004327,'200101978
98,'004402,'200101978
99,'004419,'200101978
100,'004426,'200202007
101,'004501,'200202007
102,'004518,'200202007
103,'004525,'200202007
104,'004600,'200202007
105,'004617,'200202007
106,'004709,'200202007
107,'004716,'200202007
108,'004723,'200202007
109,'004808,'200202007
110,'004907,'200202007
111,'004914,'200202007
112,'004921,'199501483
113,'005003,'199501483
114,'005010,'199501483
115,'005027,'199501483
116,'005102,'199501483
117,'005119,'199501483
118,'005126,'199501483
119,'005201,'199501483
120,'005218,'199501483
121,'005225,'199501483
122,'005232,'199501483
123,'005249,'199501483
124,'005300,'199501483
125,'005317,'199501483
126,'005331,'199501483
127,'005348,'200002309
128,'005355,'200002309
129,'005409,'200002309
130,'005508,'200002309
131,'005607,'200002309
132,'005614,'200002309
133,'005621,'200002309
134,'005706,'200002309
135,'005713,'200002309
136,'005720,'200002309
137,'005805,'200402451
138,'005812,'200402451
139,'005904,'200402451
140,'006000,'200402451
141,'006017,'200402451
142,'006024,'200402451
143,'006031,'199801806
144,'006109,'199801806
145,'006116,'199801806
146,'006123,'199801806
147,'006208,'199801806
148,'006307,'199801806
149,'006406,'199801806
150,'006413,'199801806
151,'006437,'199801806
152,'006505,'199801806
153,'006604,'199801806
154,'006611,'199801806
155,'006628,'199401293
156,'006703,'199401293
157,'006710,'199401293
158,'006802,'199401293
159,'006819,'199401293
160,'006826,'199401293
161,'006901,'199401293
162,'007007,'199401293
163,'007106,'199401293
164,'007205,'199401293
165,'007304,'199401293
166,'007403,'199401293
167,'007502,'199901899
168,'007519,'199901899
169,'007526,'199901899
170,'007533,'199901899
171,'007601,'199901899
172,'007618,'199901899
173,'007625,'199901899
174,'007632,'199901899
175,'007700,'199901899
176,'007809,'199901899
177,'007908,'200612056
178,'008004,'200612056
179,'008011,'199001436
180,'008028,'199001436
181,'008103,'200712208
182,'008202,'200712208
183,'008219,'200712208
184,'008226,'200712208
185,'008233,'200712208
186,'008400,'200712208
187,'008509,'200712208
188,'008516,'200712208
189,'008523,'200712208
