,0,1
0,'000100,'200809207
1,'000117,'200809207
2,'000209,'200809207
3,'000216,'200809207
4,'000223,'200809207
5,'000308,'200809207
6,'000315,'200808077
7,'000322,'200808077
8,'000339,'200808077
9,'000346,'200808077
10,'000407,'200200235
11,'000506,'200200235
12,'000513,'199100250
13,'000520,'197600056
14,'000537,'198800225
15,'000605,'198900261
16,'000612,'199600264
17,'000629,'200500303
18,'000636,'199300316
19,'000704,'196800015
20,'000803,'196800015
21,'000902,'200200243
22,'001008,'197700046
23,'001015,'199304255
24,'001022,'198900255
25,'001039,'198900255
26,'001107,'198400089
27,'001114,'199400248
28,'001121,'198100040
29,'001206,'198200067
30,'001213,'198700163
31,'001305,'198700163
32,'001404,'198200067
33,'001411,'198400093
34,'001428,'199304468
35,'001503,'199304468
36,'001510,'199304468
37,'001602,'199304468
38,'001701,'199304468
39,'001800,'199304468
40,'001909,'199304468
41,'001916,'199304468
42,'002005,'197500050
43,'002012,'197500050
44,'002104,'197500050
45,'002111,'197500050
46,'002203,'197500050
47,'002302,'197500050
48,'002401,'197500050
49,'002500,'196100007
50,'002609,'196100007
51,'002616,'200904881
52,'002623,'200904881
53,'002630,'200904713
54,'002708,'200904713
55,'002807,'200904926
56,'002906,'200904926
57,'002913,'200904955
58,'002920,'200904955
59,'003002,'200907170
60,'003101,'200907170
61,'003200,'200907170
62,'003217,'53
63,'003224,'53
64,'003309,'92
65,'003316,'92
66,'003323,'93
67,'003330,'93
68,'003408,'198900264
69,'003415,'198900264
70,'003422,'198900264
71,'003507,'1498
72,'003514,'1498
73,'003521,'198500134
74,'003606,'198500134
75,'003613,'198700174
76,'003620,'198700174
77,'003637,'199000226
78,'003644,'199600273
79,'003651,'199600273
80,'003668,'200000378
81,'003675,'3433
82,'003682,'3433
83,'003705,'3433
84,'003804,'3971
85,'003903,'3971
86,'004009,'3971
87,'004108,'197700520
88,'004115,'200908368
89,'004122,'200908368
90,'004139,'200908368
91,'004146,'200908368
92,'004153,'200909517
93,'004207,'201001638
94,'004214,'201001638
95,'004306,'196800016
96,'004313,'196800016
97,'004320,'196800016
98,'004337,'196800016
99,'004344,'196800016
100,'004405,'196800016
101,'004504,'199304469
102,'004511,'199304469
103,'004528,'199304469
104,'004603,'199304469
105,'004610,'199304469
106,'004627,'201002402
107,'004634,'201002402
108,'004702,'201002402
109,'004719,'201002402
110,'004726,'201002402
111,'004801,'201002402
112,'004818,'201003220
113,'004900,'201003220
114,'004917,'201003220
115,'005006,'196800016
116,'005105,'196800016
117,'005204,'196800016
118,'005303,'196800016
119,'005402,'196800016
120,'005419,'196800016
121,'005426,'199200305
122,'005433,'199200305
123,'005501,'199700390
124,'005518,'199700390
125,'005525,'199700390
126,'005532,'199200312
127,'005549,'199200312
128,'005600,'199200312
129,'005617,'199200312
130,'005624,'199700398
131,'005709,'199700398
132,'005808,'199700398
133,'005815,'199700398
134,'005822,'199700397
135,'005907,'199700397
136,'006003,'199700397
137,'006010,'199700397
138,'006027,'201004193
139,'006034,'201004193
140,'006041,'201004193
141,'006102,'201004193
142,'006119,'201004193
143,'006126,'201004193
144,'006133,'201004013
145,'006201,'201004013
146,'006218,'201004013
147,'006225,'201004013
148,'006232,'201004013
149,'006300,'201004013
150,'006409,'201004013
151,'006416,'201004013
152,'006508,'199200305
153,'006515,'199200305
154,'006607,'199200305
155,'006706,'196100007
156,'006805,'196100007
157,'006904,'196100007
158,'006911,'196100007
159,'006928,'196100007
160,'006935,'196100007
161,'006942,'196100007
162,'006959,'201100492
163,'007000,'201100492
164,'007017,'201100492
165,'007024,'201100492
166,'007031,'200801523
167,'007109,'200801523
168,'007208,'200904923
169,'007307,'200904923
170,'007406,'200904924
171,'007505,'200904924
172,'007604,'200803658
173,'007611,'200809075
174,'007628,'200807559
175,'007635,'200904623
176,'007642,'200904623
177,'007659,'201001350
178,'007703,'201001351
179,'007802,'201100489
180,'007819,'201100489
181,'007901,'201100489
182,'008007,'201100489
183,'008014,'201100489
184,'008021,'201100489
185,'008038,'201100489
186,'008106,'201100489
187,'008205,'201100489
188,'008212,'201100489
189,'008229,'201100489
190,'008304,'201100489
191,'008311,'201100489
192,'008328,'201100793
193,'008335,'201100793
194,'008403,'201100793
195,'008410,'201100793
196,'008427,'201100793
197,'008434,'201100793
198,'008502,'201100795
199,'008519,'201100795
200,'008526,'201100795
201,'008533,'201100795
202,'008601,'201100795
203,'008700,'201100795
204,'008717,'201100794
205,'008724,'201100794
206,'008809,'201100794
207,'008908,'201100794
208,'009004,'201100794
209,'009011,'201100794
210,'009103,'201100794
211,'009202,'201100794
212,'009301,'201100794
213,'009318,'201100792
